song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
Transparent & Glasslike,Carpark North,0.394,0.607,-14.444,0.0377,0.00204,0.0025,0.292,0.523,160.095,5IWaJGGh9FMxVe6AQO4U9A,216813,R,0
Battle For The Sun,Placebo,0.338,0.621,-6.371,0.0381,0.000428,0.295,0.228,0.505,152.413,3oCUlPYV4YLR7UJkLfZEhQ,332293,R,0
On a Neck_ On a Spit,Grizzly Bear,0.261,0.442,-8.207,0.0321,0.222,0.102,0.221,0.17,93.443,18wtixhJzC2Shhk1A3F8eB,346853,R,8
Dear John,Ryan Adams & The Cardinals,0.415,0.376,-6.989,0.0255,0.877,0.000291,0.0987,0.179,97.019,2AaUvjFM6JtIH437CkyHR0,275267,R,1
Games,Jonas Brothers,0.504,0.918,-3.133,0.0668,0.00154,1.32e-06,0.12,0.747,155.009,1MaeqDRgEVz0pDh3mU71Ay,201307,R,0
Dear Catastrophe Waitress,Belle & Sebastian,0.606,0.699,-6.887,0.0381,0.146,6.9e-05,0.35,0.656,80.925,696eVkmwZaGayo4T4z0NB7,142667,R,7
Agua,Jarabe De Palo,0.715,0.358,-15.522,0.033,0.743,0.0133,0.104,0.742,145.751,5omgFpiMt1CGHjQGfkwzvz,254267,R,1
Party Like A Rock Star,Shop Boyz,0.619,0.709,-4.633,0.0395,0.00541,0.0,0.507,0.68,144.972,1IYaMVfidzSfvCUZYXhsU1,253400,R,2
I Kissed A Girl,Katy Perry,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996,005lwxGU1tms6HGELIcUv9,179640,R,7
The Perfect Space,The Avett Brothers,0.392,0.217,-9.148,0.0332,0.815,0.00375,0.218,0.111,112.559,08ORg3M5ly7J9b7YpCLjKz,271080,R,1
The Pain,Murs,0.493,0.657,-9.056,0.412,0.173,0.0,0.238,0.84,159.86,3AyirDrI8wzuz1JdUfNV6C,244680,R,4
Hands Open,Snow Patrol,0.515,0.973,-2.158,0.0481,0.000318,4.73e-06,0.116,0.536,123.983,6DGdgBp6NxutVUafsnUdnN,197453,R,8
Circo Beat,Fito Paez,0.692,0.741,-7.991,0.045,0.0823,3.31e-06,0.869,0.864,124.139,3pOZ858QkKdCCTONxISQa8,343400,R,2
Skyscraper,Train,0.432,0.482,-7.7,0.0295,0.0304,3.07e-05,0.103,0.208,75.007,3aVvhQ9qcuq0RNXwlXmiHs,234493,R,8
Scream For More,Kate Ryan,0.657,0.964,-5.979,0.0293,0.00269,0.159,0.544,0.468,139.987,511eJ4LCDxOG4qkrxU92nH,241560,R,2
Cocoon,The Decemberists,0.564,0.334,-11.678,0.026,0.441,0.0116,0.117,0.199,97.021,6uLo0HDNgnR5mS4ypdiQFa,408640,R,1
Call Me When You Get This,Corinne Bailey Rae,0.581,0.663,-9.035,0.0502,0.0387,0.00415,0.362,0.294,102.905,2KTPl195TxcS4zywV8p1EY,304867,R,8
Quiero Verte Sonreir,Carlos Vives,0.667,0.614,-6.588,0.0505,0.134,0.0,0.243,0.651,92.842,15pVedXa5un2RkNRix3Qet,198533,R,7
Flat Beat,Mr. Oizo,0.94,0.425,-11.584,0.55,0.00021,0.486,0.273,0.499,128.989,5jaVyz2GDdesyu01cBbOSc,316973,R,4
Kids Of The Future,Jonas Brothers,0.474,0.8,-10.405,0.0457,0.00924,0.0,0.402,0.765,174.037,4DgY3GxfWsizKimiZkGe9V,198213,R,0
Hot N Cold (Manhattan Clique Remix Radio Edit),Katy Perry,0.608,0.839,-6.851,0.0414,0.00101,0.000601,0.376,0.439,131.976,2aRnHc1Q8ydUOSEYo68ztS,234000,R,8
Sly,Massive Attack,0.609,0.305,-15.148,0.0278,0.0264,0.623,0.366,0.326,90.042,7IdsIcmcti4v5VXkCJ3ou7,324640,R,3
Last Exit,Pearl Jam,0.513,0.951,-6.838,0.047,0.0599,0.000221,0.0474,0.672,139.153,3g9QJOXLmC8lWnbvA0D0hl,175387,R,0
Let It Whip,Dazz Band,0.82,0.838,-6.86,0.041,0.109,0.00228,0.0452,0.947,132.125,2UCgWpa2r4ytWueNItYbWE,281280,R,7
Maybe,Second Hand Serenade,0.476,0.897,-4.084,0.0393,0.0347,0.0,0.101,0.64,91.029,76rFPFzicNJWMa715Vy7gW,210627,R,8
Sister Seagull,Be Bop Deluxe,0.344,0.622,-9.303,0.0436,0.0772,3.94e-05,0.458,0.48,119.984,6B6ml69RxpxWrFkzQKBygo,215038,R,2
Stand Here With Me,Creed,0.335,0.933,-4.465,0.0813,2.92e-05,1.53e-05,0.171,0.395,158.681,5hrYXlDVIRKFlsaEbTn01S,257293,R,0
When I Get Where I\'m Going,Brad Paisley;Dolly Parton,0.519,0.379,-9.906,0.0279,0.619,1.85e-06,0.108,0.208,85.929,3VLCtStwYsAL4LKZgeUvy3,247053,R,1
Team,Bon Iver,0.833,0.768,-15.33,0.0395,0.142,0.928,0.0936,0.835,113.123,2Wpwfxa2s7oQ1ll7IUKnds,116907,R,3
Giving Up The Gun,Vampire Weekend,0.636,0.879,-5.204,0.0511,0.00123,0.000156,0.0586,0.752,134.034,40cAeDaZAnPY9bUHf4jYXW,286160,R,7
City On Our Knees,tobyMac,0.507,0.77,-5.018,0.0424,0.0809,0.0,0.214,0.482,155.945,5QZunYrvUrJs3Mzrjl7fKV,266547,R,0
Naturally,Selena Gomez & The Scene,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,1YaVmBh7EAeR54FIjuFcb5,202587,R,7
Top Down,Swizz Beatz,0.584,0.872,-3.477,0.0616,0.114,0.0,0.139,0.815,94.018,5j07XxMxvcOqQFLIUBkEws,188933,R,7
Lump,The Presidents of the United States of America,0.499,0.873,-3.902,0.0386,0.00468,0.0,0.165,0.864,142.726,2JdzB67NvIa90K4gEZPLeX,134200,R,0
Old Soul Song,Bright Eyes,0.476,0.824,-7.177,0.0678,0.0921,0.376,0.102,0.435,156.064,2kNkxQmuMIF7jfiqranAZM,278600,R,0
Heysátan,Sigur Rós,0.225,0.0532,-16.755,0.0407,0.84,0.598,0.0787,0.137,104.56,3J3kP9sFjyETLkIYBWuOJW,249947,R,5
Sometimes In The Fall,Phoenix,0.599,0.768,-6.237,0.0497,0.00503,0.000481,0.102,0.33,153.054,5aovmmgmEyVCxh0dP1FWZb,349533,R,8
Breakfast At Tiffany\'s,Deep Blue Something,0.622,0.829,-5.548,0.029,0.11,0.0,0.0954,0.539,110.367,1uzWOoJdADfstQuFtQFTUn,257373,R,8
This Joint,Slightly Stoopid,0.781,0.726,-5.733,0.102,0.241,0.00204,0.0764,0.961,74.995,6wxGZ8D8lAuJpocaTAVVyL,247720,R,7
Remember (Walking In The Sand),The Shangri-Las,0.339,0.675,-5.712,0.0464,0.658,0.0193,0.139,0.428,99.87,4oh1goAlAK5FjkzjacrGPu,136893,R,8
Mr Bojangles,Robbie Williams,0.512,0.325,-10.549,0.108,0.719,2.16e-06,0.184,0.27,137.118,0aIXPVVZArfwTOrPYSOaa5,197800,R,1
Better That We Break,Maroon 5,0.52,0.613,-3.238,0.0268,0.314,0.0,0.13,0.383,79.914,1EQoBUXD7EApSye8jmJTTg,186307,R,8
Empathy,Crystal Castles,0.51,0.914,-5.512,0.0309,0.128,0.459,0.466,0.332,109.97,1L0EA6BegmM4KMwTHmSHux,249520,R,2
The Lighthouse,Interpol,0.16,0.451,-12.541,0.0399,0.469,0.783,0.0589,0.116,145.225,0NdzCDsMhld2wsQ0wWm2zl,324160,R,5
In God\'s Country,U2,0.497,0.704,-8.085,0.0324,0.0071,6.69e-05,0.783,0.607,125.919,1AQYE6CcYKlzM8e9Df5i1g,176597,R,2
All Of This,Blink-182,0.689,0.579,-7.294,0.0315,0.00573,0.0276,0.089,0.671,117.641,5kYhmkcnDalqUMxQxBcZkB,280017,R,7
Too Long (Gonzales Version),Daft Punk,0.398,0.177,-12.834,0.029,0.721,0.0,0.117,0.0686,140.693,3mEAtR6LFoCNsjg84gZF9L,193707,R,1
Rockin\' Rollin\' Stone,Andy Starr,0.768,0.495,-10.517,0.106,0.672,2.15e-05,0.164,0.947,90.951,06qGD5AoCHM0DOFoyOh88V,171700,R,7
Delicate,Damien Rice,0.34,0.144,-14.502,0.0419,0.684,0.00112,0.101,0.147,81.179,5mb6SzBnxv1ywFSH9V3uxd,312067,R,1
El duelo,La Ley,0.55,0.848,-6.422,0.045,0.0568,0.0141,0.322,0.547,107.069,3XHg42QOqlevRU7jXRkAKk,194573,R,8
She\'s Good For You,Deana Carter,0.561,0.592,-6.569,0.0309,0.0635,0.0,0.104,0.252,124.811,4omsXaECoHAHF7Mnay7zzN,214720,R,8
Officially Missing You (Radio Version),Tamia,0.635,0.395,-10.267,0.0346,0.259,0.0,0.0984,0.196,89.248,1WnLkFytZf7p4bgdjvUwo3,243093,R,1
Ring The Alarm,Beyoncé,0.458,0.751,-8.395,0.469,0.0299,0.000155,0.258,0.48,169.673,5BkHkyO9PFXs1m7vSMnXp4,203347,R,4
Kiss Me_ Diss Me,Home Grown,0.479,0.922,-4.715,0.102,0.0119,0.0,0.352,0.432,126.976,6TE2GFAJSbX7tPsULsKYhv,193107,R,0
Walk-Don\'t Run,The Ventures,0.432,0.981,-7.641,0.0583,0.0774,0.868,0.865,0.588,78.612,3dacCSHjjAbX3ERDIB29U0,202520,R,2
Space Cowboy,Banaroo,0.72,0.969,-3.816,0.03,0.00568,0.00277,0.363,0.966,132.031,0zV9NncXeb3YC1DRRnmRMX,229547,R,7
Sweet About Me,Gabriella Cilmi,0.667,0.714,-5.155,0.0288,0.0673,1.01e-06,0.0957,0.553,132.035,0aeWFHCKwVoavQdpduyB1Q,202027,R,7
Good Soldier,Flobots,0.375,0.53,-7.951,0.0407,0.12,0.0,0.312,0.687,59.534,1tzKbATaZHV4Yeffdb5sJM,246093,R,8
Carolina,Eric Church,0.589,0.683,-6.719,0.0253,0.115,0.00477,0.299,0.452,92.018,6fn9Mjsv8sXPI0SJV7QGNa,279080,R,8
Summer Smoke,Girl Talk,0.864,0.827,-6.497,0.212,0.05,0.00014,0.0955,0.825,104.984,6AKRxWjVqwThGpuVzjLE2W,137200,R,4
Just Friends,Amy Winehouse,0.749,0.462,-15.449,0.0452,0.0417,0.0262,0.2,0.564,95.487,2WsHmmKc1U4IbTzeGUu1Ks,193307,R,7
Citizen/Soldier,3 Doors Down,0.631,0.821,-5.503,0.0343,0.0111,0.0156,0.197,0.486,97.003,7fKsaiVDwKe6VVsiGk48YG,232907,R,8
Interstate 8,Modest Mouse,0.484,0.75,-6.11,0.0611,0.00819,0.000146,0.104,0.48,100.27,6chJN3uEWTwhNoYhx11vD3,279200,R,8
Mother In-Law,Ernie K-Doe,0.811,0.528,-9.721,0.0332,0.784,1.58e-05,0.141,0.942,130.191,7qEwxMKJu8EsjvOoxMJoTT,151160,R,7
He Wasn\'t Man Enough,Toni Braxton,0.739,0.947,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,7f1Dmr246cJ9uQYdbplTbh,261933,R,7
The Well And The Lighthouse,Arcade Fire,0.231,0.775,-6.267,0.0358,0.0074,0.000443,0.214,0.509,149.744,23DfvYoXdZ6eSuN5MUpZgQ,236707,R,0
Man In The Box,Alice In Chains,0.355,0.791,-7.565,0.0453,0.00045,0.0,0.0969,0.758,106.392,6gZVQvQZOFpzIy3HblJ20F,285200,R,8
Da Funk (Radio Edit),Daft Punk,0.795,0.696,-5.829,0.0698,0.00332,0.863,0.328,0.928,111.214,1IBxtCOTtdU9StLpNK6wZh,229827,R,3
Homesick,A Day To Remember,0.283,0.957,-4.845,0.0728,9.52e-05,0.0,0.287,0.431,110.028,1q5iPyrqqI7fijcNBR3fNZ,236613,R,8
Let U Go,ATB,0.732,0.875,-5.842,0.0326,0.126,0.000234,0.22,0.933,132.987,2xbsEBoTWlNT9o2poFbtdq,214960,R,7
Canada,Five Iron Frenzy,0.633,0.886,-7.113,0.0933,0.0535,0.0,0.0969,0.96,174.891,4ALQyinHGIctf3q6YhWemg,195933,R,0
A Summer Song,Chad & Jeremy,0.599,0.403,-12.737,0.0299,0.754,0.000314,0.131,0.523,124.013,51FeytYQARk2UoFCDBZ3RG,158413,R,1
Human Behaviour,Björk,0.681,0.65,-14.637,0.0358,0.0396,0.0358,0.101,0.508,109.454,5OnyZ56HLhrWOXdzeETqLk,252360,R,7
Showoff,Kid Dynamite,0.489,0.976,-4.01,0.185,0.00415,0.0,0.0871,0.516,105.957,3oWk5QkDBzpOhQPNNWgrnO,74987,R,8
Deepest Blue,Deepest Blue,0.605,0.786,-8.101,0.0448,0.0112,0.012,0.465,0.529,128.018,1jASt5A9Gv8SVWv2Dd0ieF,204360,R,2
Where Eagles Dare,The Misfits,0.221,0.909,-5.882,0.0571,0.0447,0.000401,0.349,0.502,188.822,49AjXpXAF6bVWhzE03LwDK,148747,R,0
Also Frightened,Animal Collective,0.253,0.821,-6.119,0.1,0.127,0.0,0.448,0.179,151.351,6dRAwuJNZ79vGXvcYuPaM8,314067,R,0
Nervous Breakdown,Rise Against,0.281,0.995,-3.395,0.0951,0.00037,0.0,0.0998,0.51,185.014,6St3D4YAUdJmLpXx79TaMk,128853,R,0
Dear God,XTC,0.577,0.464,-7.943,0.024,0.0979,1.3e-06,0.154,0.346,90.557,6nFdjV1Ko66O111x74K2kn,219507,R,8
Give It Back,Polly Paulusma,0.524,0.66,-7.221,0.0293,0.405,0.137,0.131,0.647,83.544,3xiUIoq3v3llyhA2ZNP0i4,223827,R,7
Disco Heaven,Lady GaGa,0.752,0.946,-3.398,0.0802,0.0388,0.000121,0.312,0.907,127.983,1bf8vfTALRGvfj6tUgFlGh,221480,R,7
Blind,Hercules & Love Affair,0.716,0.914,-6.907,0.0341,0.00542,0.000218,0.0504,0.69,118.579,2acK24b60RQD2zBpW0Zsrw,345560,R,7
The Least You Can Do,Phil Collins,0.521,0.756,-4.282,0.0297,0.0631,4.53e-05,0.36,0.355,128.306,4pLhKHkdz3sojNTZAnrwFA,261973,R,8
Tsubasa,M83,0.196,0.402,-8.948,0.0374,0.93,0.888,0.189,0.0659,84.96,4QiBdwuFTtDjqpb9314n32,248040,R,5
Yet Another Day,Armin van Buuren,0.479,0.923,-7.641,0.0621,4.55e-06,0.222,0.147,0.0704,137.989,2Y9WmZ2HV9vXk1F09ZdTWY,285219,R,8
Feelings Show,Colbie Caillat,0.612,0.673,-5.067,0.053,0.0434,2.14e-05,0.0983,0.733,169.983,7egPRnpnJXJga7zktQdRWv,188747,R,0
Ever Dream,Nightwish,0.394,0.873,-7.097,0.0594,0.000518,0.000158,0.277,0.25,147.806,5SNDGulFALe3DpSbuYarl7,282933,R,0
Bastards on Parade,Dropkick Murphys,0.4,0.962,-2.248,0.0492,0.00313,0.0,0.134,0.592,100.344,0au4ZXv4dsGaXCYYaM1Xja,230633,R,8
You Told A Lie,Camera Obscura,0.332,0.564,-6.796,0.0338,0.129,0.0,0.371,0.593,132.861,3gCxzac9jNzbr6lLiW3euA,224587,R,0
Asche Zu Asche,Rammstein,0.563,0.906,-7.503,0.0734,0.00164,0.0179,0.0722,0.71,169.967,407eqFGqQc40KPf43YrQ44,231450,R,0
Pump It,Black Eyed Peas,0.649,0.931,-3.15,0.181,0.0093,0.0,0.751,0.744,153.645,6btyEL6NwUa97Nex9cZFvo,213067,R,2
This Cowboy Song,Sting,0.651,0.874,-8.259,0.0364,0.0194,0.086,0.0499,0.898,100.32,0YAulijywozW0P5k6gHKEG,300400,R,7
The Fight Song,Marilyn Manson,0.47,0.984,-3.783,0.0939,0.000133,0.000224,0.212,0.0368,130.055,6pfdW2NouUI3ZnugM7r0G0,175760,R,8
Hollywood Whore,Papa Roach,0.536,0.894,-4.515,0.0374,0.000908,7.23e-05,0.12,0.322,93.033,2nAUcVNxXpOTohdYdONend,234493,R,8
Cherry Blossom Girl (Fanny Demo Version),Air,0.645,0.653,-8.576,0.039,0.123,0.885,0.0688,0.748,139.991,5jrCGWEtgHgXJQ7lYNGlY9,189147,R,3
Trátame Suavemente,Soda Stereo,0.738,0.8,-3.366,0.0283,0.043,0.0543,0.595,0.532,122.858,65DBZofI0b79kfHTcWWDuU,200800,R,2
Got Nuffin\',Spoon,0.625,0.88,-7.252,0.0316,0.0563,0.0956,0.152,0.834,143.911,0n2tnCMIlM8Z58NPdXzlQe,238853,R,7
Meadowlarks,Fleet Foxes,0.482,0.151,-13.498,0.031,0.799,0.0223,0.111,0.13,105.943,0bSEOwEDH7D32nkmsTit42,191573,R,1
Oceanside,Angels Of Light & Akron/Family,0.301,0.0402,-19.724,0.0406,0.905,0.00176,0.112,0.162,152.004,1QcrcctUI13Mte5xK6isF6,216600,R,1
Be With You,Beyoncé,0.711,0.454,-6.485,0.0904,0.125,2.15e-06,0.071,0.782,74.928,1qgNiHh7QoSgzoFZEPwPNm,260200,R,7
Blood Bank,Bon Iver,0.493,0.372,-11.889,0.0331,0.964,0.0308,0.117,0.25,116.86,15WbjBy1bzH1UsUldBwwlW,285160,R,1
Life Ain\'t Always Beautiful,Gary Allan,0.481,0.508,-7.666,0.0248,0.216,0.000175,0.105,0.268,86.013,3unLUM6bJcy5beGawHpynM,224613,R,8
Wake Up And Smell The Coffee,The Cranberries,0.53,0.723,-4.874,0.0425,0.0452,0.00568,0.108,0.167,144.341,16kvs3Qn8GINS1PxxGTkgH,315107,R,8
All In Forms,Bonobo,0.701,0.557,-8.816,0.0291,0.102,0.865,0.164,0.586,109.995,4SxoponB2oxqjuOSNYhTjb,291733,R,3
The Stroke,Billy Squier,0.67,0.591,-6.012,0.0646,0.62,0.0,0.373,0.8,91.439,52KvuGmgcgRdrLMXOtda0E,217613,R,7
Shine On,The Kooks,0.466,0.634,-5.3,0.0289,0.0763,0.0,0.0678,0.324,128.992,5zsvG3RApT8qMVl7673FqF,194240,R,8
Ay Mama,Devendra Banhart,0.444,0.316,-11.402,0.0309,0.921,0.845,0.276,0.202,117.483,5GSl3iD7LCP4f2pnLItMrO,181920,R,5
Forgive Me,Leona Lewis,0.738,0.791,-5.344,0.0767,0.0105,0.0,0.0225,0.556,120.003,7ucEoIptmXnlEvJ8uiS30X,220600,R,7
A Lo Cubano,Orishas,0.849,0.626,-8.241,0.255,0.0378,1.27e-05,0.131,0.712,98.185,5RHsMuIxbJhGJoyd8DYmn8,243696,R,4
Three Blind Mice,Ten Years After,0.482,0.312,-16.024,0.389,0.749,0.945,0.116,0.67,151.954,6vi4jwk9fzhK1hF7vGIcAf,58560,R,5
Too Late For Goodbyes,Julian Lennon,0.867,0.743,-8.229,0.0325,0.16,0.00365,0.0451,0.969,122.42,2SPU97neddixGZ3wCMLAwx,214645,R,7
Leaning Against The Wall,Kings Of Convenience,0.677,0.189,-17.957,0.0397,0.941,0.926,0.104,0.26,143.127,4XwQVdZA3BC3fhIzeNsgZ2,198373,R,5
Ocean Avenue,Yellowcard,0.486,0.904,-3.751,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,23oxJmDc1V9uLUSmN2LIvx,198267,R,0
In The Cold I\'m Standing,M83,0.154,0.398,-7.721,0.0368,0.618,0.0102,0.113,0.0367,77.46,5ic5gVj6swFyDQKACUl7Zt,248293,R,1
Epona,Enya,0.665,0.335,-19.426,0.0532,0.954,0.873,0.101,0.693,98.739,2CMvIxdRmZcIzP8Xd06bia,97307,R,5
I Put A Spell On You,Marilyn Manson,0.63,0.797,-5.864,0.0816,0.00209,0.449,0.244,0.366,98.276,0F5qpNAXWKyvyrHbpn168z,216760,R,3
This Ain\'t A Scene_ It\'s An Arms Race,Fall Out Boy,0.435,0.887,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935,1oagRT7LfpVlNJN6FSZDGp,212040,R,0
Six-Pack Summer,Phil Vassar,0.725,0.733,-6.66,0.0242,0.508,0.0,0.173,0.843,100.311,23qDMWnwf8p0pr5slljB6i,219827,R,7
Pepper,Butthole Surfers,0.631,0.804,-5.492,0.166,0.00589,0.00116,0.16,0.671,79.898,1ng36571Iyov4HBxUClySn,297267,R,7
It\'s Five O\' Clock Somewhere,Alan Jackson,0.713,0.768,-6.702,0.0363,0.22,0.0,0.177,0.878,125.203,07KYRDFf8Q6sqj4PWCP9vh,230267,R,7
Jailbird,M Ward,0.506,0.745,-7.826,0.0302,0.0238,1.47e-05,0.223,0.626,117.922,0oT1MBZEHQUrMiU7is68A3,151507,R,8
Rorol,Octopus Project,0.356,0.23,-15.614,0.0491,0.385,0.899,0.637,0.0393,109.632,3rGgubo6wsk2X59XMYnZL6,295480,R,5
Why Can\'t We Be Friends,Smash Mouth,0.447,0.9,-6.367,0.0702,0.0727,0.0,0.157,0.707,100.308,36xIOmGAoanZWR0kAFKRNO,287933,R,8
Daylight,Coldplay,0.453,0.571,-6.117,0.0314,0.00976,0.518,0.0846,0.189,132.787,4fP4xTSBli3tKck172LEZ4,327800,R,3
Dreaming Of You,Selena,0.553,0.458,-10.796,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,5EL8hqM8YQJHKKnzGdahly,314867,R,1
Come To Me,Björk,0.485,0.594,-13.563,0.0335,0.00186,3.41e-05,0.115,0.344,173.456,2ir9cmvZIpFYxaeMTa76DS,295360,R,0
White Room,Cream,0.553,0.576,-13.458,0.0304,0.191,0.00664,0.0365,0.457,109.827,3Xls4cNOwy01dtrNXb1inG,298333,R,1
Collecting Skylines,Swearing At Motorists,0.286,0.36,-14.085,0.053,0.635,0.793,0.133,0.663,158.807,4gVKfvbMi9XkRGFx2RAXzN,33453,R,5
Old Yellow Bricks,Arctic Monkeys,0.663,0.839,-4.453,0.0695,0.000185,4.65e-06,0.0808,0.75,135.155,3BcQFPRZuuUClWStz29WjN,187133,R,7
The Impossible,Mariah Carey,0.678,0.466,-6.595,0.0293,0.115,0.000106,0.314,0.457,120.102,41Wt2Ebg088cwUYdxhIOz9,240507,R,8
Rememo,Kings Of Leon,0.642,0.189,-12.309,0.0823,0.319,0.00409,0.217,0.295,141.091,2emZfA5GvYpToKBYtvOUuX,199840,R,1
Groovy Times,The Clash,0.57,0.814,-8.21,0.0542,0.0039,0.0,0.0614,0.736,147.368,3fQ2bzho2VEAdY38sssZdK,206000,R,7
Invincible,Ok Go,0.417,0.915,-2.513,0.0636,0.000132,0.000129,0.456,0.381,96.037,5YCXQINNQyP4dPmQdUz5ER,210640,R,8
The Reeling,Passion Pit,0.597,0.777,-5.638,0.0668,0.000356,0.00113,0.169,0.776,111.999,5noQJkpVfHt2D4df2GXieV,287907,R,7
Summertime Clothes,Animal Collective,0.491,0.871,-5.564,0.0969,0.00164,0.0,0.361,0.322,135.996,3eaJHhtNsKOumLQYU7bnas,274213,R,8
Heart,Stars,0.416,0.371,-9.207,0.0274,0.706,0.000571,0.0803,0.253,77.399,3yrVRdwCbEeKODZgG2mVZX,211307,R,1
I Hate This Part,The Pussycat Dolls,0.756,0.612,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572,3tSuRiNgJmMqmYR23dCqnR,218400,R,7
Weenie Beenie,Foo Fighters,0.235,0.993,-7.623,0.0779,0.00674,0.355,0.312,0.252,174.708,5FafTKnxl219ZUWFzaufRQ,165400,R,0
Hey,Pixies,0.59,0.372,-12.37,0.0318,0.00105,0.00929,0.316,0.306,99.887,0p5eZCY0R7uNCZS1YDtIYI,210907,R,1
My All,Mariah,0.607,0.317,-10.244,0.029,0.732,4.53e-05,0.086,0.111,108.122,3RSpK5Y0y5tl25qvssrwJ6,230933,R,1
We Are Going To Be Friends (Live),The White Stripes,0.473,0.564,-10.974,0.0487,0.584,0.0,0.958,0.341,102.761,0txDgoD88eGv8zFrhYLJF2,144120,R,2
Home,Three Days Grace,0.366,0.847,-5.216,0.035,2.64e-05,0.0,0.228,0.606,166.17,6GVryHJpjnrnrsTggoNTpe,260680,R,0
Breadfan,Metallica,0.38,0.926,-7.49,0.0715,0.000338,0.136,0.638,0.148,123.285,5s2iMB6rN20tCQMmtuzuNa,341267,R,2
Heavyweight,Infected Mushroom,0.611,0.604,-7.268,0.0301,0.0243,0.668,0.117,0.15,139.99,6r7XGyCsFwYIjodkzKsxwk,521013,R,6
Buttons,The Pussycat Dolls,0.57,0.821,-4.38,0.267,0.178,0.0,0.289,0.408,210.857,3BxWKCI06eQ5Od8TY2JBeA,225560,R,0
Black Refuge,Junip,0.404,0.902,-7.765,0.036,0.0614,0.63,0.463,0.427,87.408,1EDFYVa50sXCyhRK6NNgcp,207533,R,3
Let It Die,Feist,0.542,0.187,-13.531,0.0439,0.6,0.0002,0.111,0.0569,115.084,62pFpiU3Ipcxlwv7rcG3a1,175320,R,1
Fantasy,The xx,0.254,0.0749,-15.489,0.0391,0.678,0.911,0.11,0.0348,126.868,4VDqjSacuRvunZwbsu1WLP,158240,R,5
All We Are,Matt Nathanson,0.534,0.492,-8.905,0.0261,0.584,1.12e-06,0.185,0.328,82.465,4SXcG6Ti32myNw9GJ9qeDt,216933,R,1
A Little\'s Enough,Angels and Airwaves,0.487,0.766,-6.68,0.0466,0.00169,9.33e-05,0.217,0.156,139.113,04IPAZ0wekDgD6coeRH2G2,285080,R,8
Push It,Salt-N-Pepa,0.913,0.596,-12.477,0.0707,0.00658,0.00349,0.078,0.973,127.215,6sT9MWlJManry3EQwf4V80,272133,R,7
Faust Arp,Radiohead,0.337,0.288,-13.477,0.0321,0.84,0.199,0.0964,0.225,105.036,15irEKZ9D6FQqLoZ1qJ1Cx,129680,R,1
Daft Punk Is Playing At My House,LCD Soundsystem,0.92,0.914,-4.555,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,73mlvsfJM2qwlDUJxeaatI,314557,R,7
If There\'s a Rocket Tie Me To It,Snow Patrol,0.449,0.701,-6.291,0.0319,0.000468,0.000449,0.2,0.0776,139.944,7qxXlblRDn2uYJkDMZPDGg,259480,R,8
Born In The 50\'s,The Police,0.513,0.845,-7.925,0.0966,0.00133,0.000744,0.0521,0.811,141.645,0RxrsIXyGkeV8JwEFUZMhg,222467,R,0
I\'m With You,Avril Lavigne,0.488,0.801,-4.325,0.0582,0.00326,2.02e-06,0.594,0.588,185.03,7CtAMhFwj7RSbJlEDHFzxl,145103,R,0
Dinosaur,Ke$ha,0.381,0.182,-18.243,0.0607,0.637,0.863,0.1,0.0497,81.776,5Jj9QTbYgD53c7wkKKb2ft,553507,R,5
Buttons,Sia,0.687,0.72,-5.599,0.0304,0.00112,0.0639,0.201,0.842,114.997,37dnmQMEQ8ceZr9tKzaY3K,194973,R,7
Freedom,Akon,0.432,0.894,-5.632,0.531,0.391,0.0,0.0712,0.305,179.978,5LW58r39NsDiNTl1F7tJT9,253800,R,4
Sad Songs (Say So Much),Elton John,0.745,0.911,-6.259,0.0285,0.148,0.000522,0.375,0.93,107.239,1fF2dvBsbTk2wrOEaR6f5B,249227,R,7
Si Te Vas,Marc Anthony,0.545,0.89,-3.129,0.0868,0.546,0.0,0.139,0.891,177.087,6gP2ecGSf52TexVx9TXFYg,286133,R,0
Broken Hearts,Kiss Kiss Kiss,0.55,0.92,-2.561,0.127,0.0679,3.75e-05,0.0638,0.799,140.818,0xCy7vhHEVQcdyzgBlmi4z,221980,R,0
The Nurse Who Loved Me,A Perfect Circle,0.143,0.192,-15.355,0.0376,0.971,0.02,0.183,0.127,79.619,0yRtn9coNCSWIigvKJA5wn,244773,R,1
We Both Go Down together,The Decemberists,0.583,0.798,-6.189,0.032,0.194,0.0,0.172,0.566,119.195,0U7XzVIAzoavQQ7DS94KYp,184280,R,8
La Niña,Mala Rodriguez,0.775,0.78,-5.748,0.284,0.0295,0.0,0.495,0.853,93.989,3SPOy0CI9LC7vhLM7mbITQ,276587,R,4
