song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,song_label,clusters_kmeans
Dawn Of Victory,Rhapsody,0.464,0.955,-3.778,0.0387,0.00524,1.12e-05,0.161,0.451,95.003,2Wy6uQOX2y45ooKuQb7Q9B,287027,R,8
E.I.,Nelly,0.834,0.481,-7.824,0.188,0.0732,0.0,0.0934,0.406,89.849,4bUfMNNmiCmPXVyWzIfKeZ,285907,R,4
Jack & Diane,John Mellencamp,0.811,0.41,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,43btz2xjMKpcmjkuRsvxyg,254493,R,7
Don\'t Let Me Be Misunderstood,The Animals,0.727,0.66,-8.75,0.026,0.476,0.0,0.0909,0.6,110.8,4ctEBeRJqY2jILvwtZPTLq,141400,R,7
Red October,Lange,0.606,0.977,-8.615,0.0524,0.000233,0.645,0.15,0.492,126.013,3327mSkHfWm9jcHE1bE45G,304533,R,3
Jefferson Aeroplane [Demo],Relient K,0.425,0.734,-6.274,0.0333,0.0883,0.0,0.32,0.469,121.518,5M4C43rHPYSvARtx7b2jFp,238947,R,8
Me Voy,Andrés Cepeda,0.677,0.428,-8.732,0.0415,0.281,1.78e-06,0.0803,0.608,112.184,75LnQfkIrWULh37HOmepMT,247667,R,7
Dawn Over A New World,Dragonforce,0.401,0.668,-7.16,0.0286,0.021,0.0,0.157,0.263,79.921,5GRHv9HuTy8io02EPhBEYt,312613,R,8
Burnin\' (Edit version),Daft Punk,0.83,0.884,-8.338,0.246,0.195,0.235,0.105,0.735,124.304,71dkXboU04Jp5oaqkjK5xd,228293,R,4
Open Your Eyes,Guano Apes,0.631,0.956,-4.056,0.0815,0.00117,0.0,0.337,0.432,111.527,5zexQeS900o7GFeYO6HvKc,188640,R,8
The World Turned Upside Down,Coldplay,0.536,0.841,-5.976,0.0505,0.0241,0.000259,0.128,0.0753,136.839,29RjYJw9AahhQJaZgdPy2E,272627,R,8
Shout Me Out,TV On The Radio,0.578,0.825,-6.054,0.0621,0.00201,0.238,0.0998,0.503,150.059,1rVqi1ypuGXfRP2YAExlpR,255133,R,0
Rocky,Big Tymers,0.742,0.751,-4.978,0.13,0.0421,0.00298,0.295,0.604,180.102,0Pt1cN4OHQ11mOGyaLekQF,289907,R,0
Mango Tree,Angus & Julia Stone,0.592,0.438,-15.099,0.0303,0.829,0.126,0.113,0.282,107.967,1zhUjkAPnvPvkKpwHB5qWT,225667,R,1
Big Brother,Kanye West,0.498,0.742,-6.248,0.259,0.214,0.0,0.0642,0.302,78.428,2L47m9erkB5KBZcaqWtYen,287560,R,4
Brianstorm,Arctic Monkeys,0.421,0.98,-4.229,0.212,8.39e-05,0.00125,0.237,0.435,165.193,5rTIpPWeO0IL4HWlGWrz5G,170253,R,0
Eyes On Fire,Blue Foundation,0.544,0.383,-10.143,0.0334,0.67,0.00204,0.125,0.367,145.025,3XHrTm6WE2BOHafLwTT3GR,302827,R,1
Ballad Of Big Nothing,Elliott Smith,0.655,0.517,-10.261,0.0302,0.36,0.00629,0.144,0.636,109.242,6mfy4Q8P3fVXMeuD5d19oi,168333,R,7
I Almost Told You That I Loved You,Papa Roach,0.525,0.944,-3.997,0.0353,0.000772,1.84e-06,0.101,0.459,93.039,2pWhizMrzd6cdbWqKsOCPQ,191760,R,8
Radioactive Toy,Porcupine Tree,0.551,0.283,-12.728,0.036,0.0528,0.921,0.614,0.102,139.912,4UPSHx4o2ZoWA3CsXlteon,609040,R,6
The Way Things Go,Octopus Project,0.499,0.881,-5.201,0.0354,6.48e-05,0.878,0.0984,0.272,129.511,3oQcTDaZQWVBoZhRw6neaA,422160,R,3
In The Mirror,Nada Surf,0.547,0.98,-6.724,0.0423,0.113,0.00406,0.119,0.831,145.94,2XCpcmV4jpSA4NCBbDRPRf,221507,R,0
Date W/Ikea,Pavement,0.346,0.831,-5.46,0.0684,0.00141,0.0172,0.0714,0.799,117.109,16xOedVEVAQpbzYeXqQMMO,159253,R,0
Across 110th Street,Bobby Womack,0.476,0.585,-14.211,0.0478,0.107,1.43e-05,0.149,0.523,110.275,2zyTP97uGsIc1C4KNNEkyn,230507,R,8
Horse With No Name,America,0.654,0.506,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179,54eZmuggBFJbV7k248bTTt,252240,R,1
Thule,The Album Leaf,0.544,0.693,-9.998,0.0355,0.263,0.815,0.039,0.264,90.294,6eZMM8RoxKw7DqI17v0D6P,263227,R,3
Go To Bed Mad (featuring Tyrese),Monica featuring Tyrese,0.343,0.438,-7.385,0.139,0.506,0.0,0.113,0.424,84.313,5yJHFn9LaEFWBOuo04jkvo,277653,R,1
Clint Eastwood,Gorillaz,0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,167.953,7yMiX7n9SBvadzox8T5jzT,340920,R,0
How You Remind Me,Nickelback,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,0gmbgwZ8iqyMPmXefof8Yf,223840,R,0
Candy,Paolo Nutini,0.612,0.601,-7.809,0.0421,0.373,0.0,0.156,0.368,125.164,45ZmUXITNXixqBjelRmBSO,298693,R,8
U Can\'t Touch This,MC Hammer,0.867,0.517,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148,1B75hgRqe7A4fwee3g3Wmu,257360,R,7
CHILDREN,Robert Miles,0.604,0.755,-10.761,0.0337,0.000298,0.817,0.0625,0.387,137.064,4wtR6HB3XekEengMX17cpc,243267,R,3
Simulacro De Emergencia,Dorian,0.536,0.961,-3.554,0.0399,0.0142,0.00168,0.122,0.342,134.998,2hO77ZqyZgW0d2DiD2DAy0,341347,R,8
Filosofia Barata Y Zapatos De Goma,Charly García,0.588,0.452,-14.248,0.0325,0.0961,0.0377,0.0797,0.211,100.189,2suYa6nliwLWFZAIeB0kde,235040,R,1
Mein Herz Brennt,Rammstein,0.501,0.76,-5.802,0.0343,0.00268,0.0616,0.152,0.138,83.046,1ryMgu0CnRSseTYpvMDOLD,279893,R,8
Cuando Estés Acá,La Renga,0.359,0.925,-6.032,0.0605,0.0531,9.12e-06,0.971,0.205,97.635,24k1Zi2XPGG4os3n7d9wsA,390947,R,2
Friend Of The Night,Mogwai,0.492,0.676,-7.499,0.0295,0.404,0.866,0.0999,0.287,107.488,7kdO8e6FpHsBPCSySbSuyl,332760,R,3
Right Now (Radio Edit),Atomic Kitten,0.695,0.934,-4.286,0.0839,0.0438,0.0,0.0845,0.715,127.996,0YMRK4CjCQq8iXZwszw5Uz,218480,R,7
Odd One (Radio Edit),Sick Puppies,0.361,0.762,-6.179,0.0692,0.00118,0.000194,0.109,0.206,180.592,3LZyyHny3j4GUVsdGnhVcJ,203040,R,0
TULENLIEKKI,M.A. Numminen,0.599,0.303,-11.271,0.0868,0.824,0.0,0.497,0.575,117.93,6wCSRYp6QID7eQk3u80RxT,173907,R,1
Killing Lies,The Strokes,0.504,0.806,-4.955,0.0388,0.00155,0.799,0.158,0.921,120.205,0HaELdKUUyrNiDzuADLEoa,228733,R,3
Ghost,Parachute,0.545,0.774,-4.487,0.0315,9.54e-05,0.0,0.264,0.316,110.017,47Qszaovipnn8JJhJyTUgh,221707,R,8
Pais E Filhos,Legião Urbana,0.601,0.263,-16.087,0.0273,0.17,2.62e-05,0.0971,0.688,89.873,46s6p0tsgRBfzWriIg3w9o,308800,R,1
Bound For The Floor,Local H,0.654,0.53,-7.409,0.0556,0.000113,0.0197,0.0534,0.584,119.284,3cbTV3IZZvSBYVcl0xuZbY,222960,R,7
Les derniers aventuriers,La Rue Ketanou,0.399,0.575,-8.604,0.0794,0.357,6.27e-05,0.145,0.882,148.449,1ivuFIMZOvljsgqiKwIRYu,205600,R,0
Six Days At The Bottom Of The Ocean,Explosions In The Sky,0.245,0.426,-14.921,0.0355,0.481,0.861,0.155,0.0487,108.67,73SuMNfhwGgEpv1LgLb3C3,523333,R,6
I Found A Whistle,MGMT,0.166,0.525,-5.913,0.0329,0.549,0.02,0.161,0.1,175.952,3hWoBXsJfXFQDp92v14xFI,220173,R,0
From Left To Right,Boom Bip,0.555,0.741,-10.666,0.0393,0.000694,0.835,0.283,0.0922,100.007,5wnOY4gUIj6Csp1iGPOeJe,330173,R,3
Safe,M83,0.158,0.432,-10.002,0.0475,0.646,0.0274,0.25,0.139,170.711,1rBSjnb6p5GpzMAsr7HHj3,293333,R,1
Veridis Quo,Daft Punk,0.605,0.687,-13.928,0.045,0.479,0.949,0.104,0.12,106.896,2LD2gT7gwAurzdQDQtILds,345187,R,3
All Night Long (All Night),Lionel Richie,0.744,0.583,-12.595,0.0427,0.152,8.54e-05,0.0248,0.851,108.794,4giIdAr7Plyu5LQzBOR4FP,260493,R,7
For Tomorrow,Blur,0.631,0.84,-6.025,0.0285,0.0143,0.0,0.0712,0.653,95.849,3rWlZxRCrBMcEL3QsSidr4,261240,R,7
Dope Boys,The Game,0.724,0.813,-3.402,0.241,0.148,0.0,0.179,0.692,85.073,5Spxq3XJkEfVp6o4niW4k3,240507,R,4
Pearl Vision,Mary,0.51,0.642,-11.647,0.0328,0.0278,0.892,0.329,0.737,96.004,5SBiA2PZ0ZhuwfuR9ShJVk,242053,R,3
Midnight Souls Still Remain,M83,0.184,0.0381,-26.446,0.045,0.969,0.764,0.11,0.036,67.686,4LLprVk2etuk2ZhUhqJTWD,667907,R,5
Gray Or Blue,JayMay,0.746,0.268,-13.859,0.0525,0.779,0.0,0.0846,0.626,106.114,68fnTTUO5tRZ4EQ1ozwYk7,205320,R,1
Hanky Panky (Mono),Tommy James And The Shondells,0.661,0.838,-9.033,0.0455,0.413,2.78e-06,0.0388,0.918,125.341,4t7gsU2gB3MEM9nT3lrwlY,173067,R,7
If It\'s Over,Mariah Carey,0.525,0.456,-9.673,0.0314,0.393,1.74e-06,0.138,0.199,92.758,3GONDOCwJprD1lZZ32JbuJ,277093,R,1
Rhyme & Reason,DAVE MATTHEWS BAND,0.654,0.779,-7.118,0.0348,0.0466,0.000141,0.309,0.51,120.362,6Fme5eNhUk93pAP5zxuHhj,315827,R,8
Primera Vez,Ricardo Arjona,0.59,0.548,-6.861,0.0279,0.181,0.0,0.189,0.33,119.648,7oX0AwQcXeBZPjG9IwyCO3,224827,R,8
El Hombre Dirigente,Spinetta Jade,0.466,0.676,-13.255,0.0774,0.256,0.0988,0.112,0.493,144.042,6zq60U7HCoJGLvWs2quu3G,270333,R,0
Dancin\' On The Killing Floor,Dread Zeppelin,0.548,0.893,-6.676,0.0585,0.198,0.00275,0.0838,0.71,106.501,7L07CJcYcNHzYyh41dbDdg,217432,R,7
Brimful Of Asha - The Norman Cook Remix (Single Version),Cornershop,0.662,0.948,-3.007,0.0586,0.181,0.0,0.118,0.934,125.663,6gbdLLUhocAjThL3GvV6Lx,240933,R,7
Le Plus Beau Du Quartier,Carla Bruni,0.757,0.315,-8.433,0.048,0.865,1.04e-05,0.122,0.607,115.977,2LOJmYVij8xA664xZlK1No,212413,R,1
Kiss With A Fist,Florence + The Machine,0.367,0.801,-5.396,0.137,0.0024,0.000273,0.0603,0.624,107.014,0jv5OcbvTUHgO8FgHhya8b,123333,R,8
Ay Dios,Franco De Vita,0.486,0.512,-9.739,0.0452,0.509,0.0,0.713,0.377,84.626,5BAfuBG78pq6h7myTOvOpD,284147,R,2
Aerials,System of a Down,0.364,0.922,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4e9eGQYsOiBcftrWXwsVco,235053,R,8
Virtual Insanity,Jamiroquai,0.662,0.949,-4.758,0.108,0.128,0.0,0.135,0.516,91.954,49TQfrsm60j5ZFKS59JOdU,229360,R,8
The Pulse,Holy Fuck,0.518,0.937,-5.764,0.0693,0.0226,0.879,0.167,0.701,172.38,4IZaX9YDhGG9sbZtGDpRLo,356720,R,3
Another Saturday Night,Cat Stevens,0.754,0.862,-7.109,0.117,0.642,1.44e-05,0.0571,0.965,139.991,3ekij6XVw1F5dFX9oLvNU0,150360,R,7
Resistance,Muse,0.467,0.774,-6.569,0.0485,0.0616,0.289,0.108,0.0916,135.006,1C2QJNTmsTxCDBuIgai8QV,346693,R,8
All My Life,Foo Fighters,0.577,0.604,-5.703,0.0495,0.000218,0.000579,0.477,0.637,167.719,6tsojOQ5wHaIjKqIryLZK6,263440,R,0
Entering White Cecilia,The New Pornographers,0.686,0.731,-6.626,0.0545,0.0482,0.00208,0.315,0.84,130.728,5UKUZbSyM2oZ8WNojopy2H,208760,R,7
Right Down The Line,Gerry Rafferty,0.783,0.322,-15.091,0.0343,0.213,0.00243,0.114,0.77,128.226,2Xb6wJYGi0QXwURw5WWvI5,267773,R,7
Love You More,Alexi Murdoch,0.606,0.468,-11.448,0.0275,0.454,0.441,0.116,0.419,133.074,0Q0UKT4g4xSQQgL4htV7gD,156067,R,1
No Pienses De Mas,Jorge Drexler,0.706,0.608,-8.304,0.031,0.227,4.36e-05,0.112,0.215,120.407,2v7OzJaNF7ZCXrbnsYonGw,190000,R,8
Brokenheartsville,Joe Nichols,0.686,0.631,-5.182,0.0232,0.126,0.000183,0.107,0.509,103.953,0WB48shl2wAH4KqyQkQ8nJ,230360,R,7
We Don\'t Care,Kanye West,0.595,0.754,-5.827,0.181,0.0142,0.0,0.247,0.647,83.155,0IW0qaeyxL5Et4UG2MrJKB,239880,R,4
When You Come Back Down,Nickel Creek,0.452,0.28,-14.094,0.0313,0.684,0.000292,0.105,0.392,168.047,1xVBmHH65VMaJP61SmOSUk,229627,R,1
Sweet And Wild,Radney Foster,0.582,0.684,-7.366,0.0267,0.00636,0.00372,0.0902,0.39,108.022,69pdrPh6EypYRnL2KgnjHV,288973,R,8
MEIN TEIL,Rammstein,0.47,0.959,-4.338,0.075,0.00535,0.0101,0.141,0.199,88.0,2OQRceDfxBfmwTEmNOSpFq,272413,R,8
The Hazards Of Love 3 (Revenge!),The Decemberists,0.277,0.655,-5.848,0.0312,0.116,0.000204,0.452,0.283,154.999,0qRHqLn1aeHT8JsgQIpaDb,201907,R,0
If I Only Had The Heart,The Maine,0.537,0.841,-5.951,0.0329,0.0326,0.00157,0.301,0.592,134.978,6HPLKCDat01TG5bvSH4AF9,211080,R,0
Charlotte Sometimes,The Cure,0.503,0.923,-5.526,0.0685,0.000471,6.21e-05,0.104,0.559,124.157,1rs7lqaXBlcw1N9wuHiQyJ,253333,R,8
16 Candles,The Crests,0.548,0.332,-13.075,0.0285,0.824,0.0,0.302,0.653,114.671,7u4cRwR5sdV874GRRLWXp7,172266,R,1
Stay Too Long,Plan B,0.487,0.957,-4.748,0.0643,0.000315,0.00186,0.113,0.136,173.981,6USQ4Uegp75QOleSdgwIib,426480,R,0
Ice Dogs,Man Man,0.679,0.616,-7.312,0.049,0.349,0.0,0.319,0.428,115.991,6OswjuNFk2Jxt8xm3vkjv8,285773,R,8
The Bad Touch,Bloodhound Gang,0.831,0.735,-6.254,0.0384,0.00397,0.0205,0.123,0.97,122.979,5EYdTPdJD74r9EVZBztqGG,260507,R,7
Luz Dos Olhos,Nando Reis,0.481,0.82,-6.788,0.0423,0.00835,0.000286,0.281,0.184,84.086,4q5DyOuUjMJ7LVlDSwAAIY,333987,R,8
Feel It All Around,Washed Out,0.34,0.737,-4.681,0.0582,0.000105,0.762,0.0699,0.499,172.022,4V0x90QcMh4ZxwHzEWOdtK,192080,R,3
Slow Country,Gorillaz,0.638,0.62,-6.681,0.0366,0.191,0.411,0.0945,0.353,143.714,3oFdBAMTChekvADT8IgMNa,217493,R,3
Andvari,Sigur Rós,0.252,0.181,-15.415,0.0375,0.791,0.924,0.0602,0.039,110.122,78aK5HmiGFIkRKfp98vlMZ,400040,R,5
Challengers,The New Pornographers,0.596,0.392,-9.145,0.0283,0.867,0.0513,0.11,0.304,83.315,48ysUnnPXixuLWwjn9TLKf,211533,R,1
Ooh La La,Goldfrapp,0.48,0.676,-7.727,0.0631,0.00996,0.642,0.116,0.199,144.514,6oLb4m0HlijuaxtQIbvAhp,204373,R,3
Paperthin Hymn,Anberlin,0.298,0.597,-12.107,0.0343,0.00111,0.0,0.0819,0.536,180.434,6VSmHLLvYAAkzrYFT3LloU,197480,R,0
Supposed To Be,Jack Johnson,0.631,0.392,-10.556,0.0451,0.394,0.000314,0.074,0.226,152.024,0QmBvUNtY9NfYSTvJjqYO7,174733,R,1
Last Living Souls,Gorillaz,0.849,0.536,-5.596,0.0582,0.0283,0.45,0.0659,0.89,137.068,7JzmCjvB6bk48JghLyrg8N,195400,R,7
Monkey 23,The Kills,0.449,0.359,-9.773,0.0278,0.0178,0.536,0.0936,0.0387,130.324,1ijCQwBh2jGXm1pe9hJ2Qu,186533,R,3
Astair,Matt Costa,0.622,0.422,-9.189,0.0291,0.56,3.03e-05,0.119,0.547,104.138,7ldBuaOwvvQyqlpvCiAmgy,178773,R,1
Chop \'em Down,Matisyahu,0.732,0.653,-7.193,0.0533,0.135,0.0,0.892,0.709,102.716,4Ml30lfXJ5qfItMMk0PEjC,243227,R,2
Lethal Industry,Tiësto,0.513,0.949,-6.021,0.0454,5.38e-05,0.919,0.132,0.0441,134.983,00Hlym039AB1cZPzgJVi5s,163813,R,3
Live It Out,Metric,0.425,0.922,-6.145,0.0853,0.000514,0.0624,0.295,0.498,171.966,140QeZiUvYEm7wxNWjAjRn,223840,R,0
Epistemology,M Ward,0.383,0.833,-6.75,0.0448,0.0789,0.0,0.155,0.475,88.316,1biIq4BtgYl7tKEKmC6GSa,229493,R,8
Bachelorette (Family Tree Version),Bjork,0.438,0.913,-4.458,0.0858,0.0598,8e-06,0.107,0.329,96.959,080thMRVMSfE5fem7HBaoF,316600,R,8
The Ballad Of Chasey Lain,Bloodhound Gang,0.788,0.452,-5.951,0.0409,0.00553,0.0039,0.0917,0.975,134.004,0l481RtogQ2BHsSecANMed,141893,R,7
Golden Cage,The Whitest Boy Alive,0.835,0.693,-6.521,0.0374,0.137,0.507,0.136,0.928,119.699,4Pz7iN649aBn2TwcxBRF8Z,242440,R,7
Wild Packs Of Family Dogs,Modest Mouse,0.583,0.363,-6.16,0.028,0.658,0.0,0.138,0.635,99.796,20iMumN7WDTDWgY0c3UvCB,104400,R,1
El Revelde,La Renga,0.487,0.956,-4.928,0.115,0.081,0.0,0.221,0.547,125.452,1OK10WvPAsprGJ1PmRUJXe,224267,R,0
Standpoint,Full Blown Chaos,0.294,0.996,-3.336,0.169,0.00409,0.000547,0.0645,0.0435,92.097,6qstllWeU0Jk1x8FIIrCOQ,262467,R,8
Be With You,Enrique Iglesias,0.69,0.871,-5.484,0.0329,0.0359,0.000843,0.0347,0.561,121.984,1lZ4j5WBURBwZ0M5TT46wP,220160,R,7
Christine,Jorn,0.498,0.802,-7.682,0.0335,2.89e-06,0.306,0.543,0.572,113.061,6trgdgrg4zKVJTVxR46oV0,171642,R,2
Hold My Heart,Tenth Avenue North,0.462,0.661,-4.656,0.0312,0.0122,0.0,0.0678,0.187,118.032,7bDhyD2NkZXPcebpTZj2fP,239880,R,8
The Soldiering Life,The Decemberists,0.519,0.357,-8.011,0.0323,0.263,0.0,0.0871,0.343,130.952,3drDVB9V32LVseLBRbx98w,228293,R,1
Nice & Slow,Usher,0.819,0.299,-11.964,0.122,0.153,0.0,0.3,0.515,121.913,5L0KDoZklMgs9GPoonneEl,227907,R,7
Hey Daddy (Daddy\'s Home),Usher,0.59,0.698,-4.262,0.0286,0.000176,0.0,0.107,0.352,95.975,030OCtLMrljNhp8OWHBWW3,224093,R,8
Cat Claw,The Kills,0.582,0.973,-2.988,0.062,0.394,0.000124,0.281,0.895,121.186,0IsPi4mcNjsw4now9BkgKG,212867,R,7
Troubles Will Be Gone,The Tallest Man On Earth,0.505,0.43,-8.375,0.0335,0.937,8.65e-06,0.165,0.624,121.182,5byoUT66w95DXHgpHNGrH2,181853,R,1
The Four Horsemen,Metallica,0.222,0.938,-6.91,0.375,0.00171,0.0845,0.108,0.329,203.098,4YPgTCGJWAlHQ5g6eWoM8r,432547,R,0
You Don\'t Have A Clue,Royksopp,0.563,0.857,-4.7,0.074,0.02,0.187,0.189,0.621,116.106,3N7BqwqgJtCJqPXzyd3Fh0,273493,R,8
Just A Little Heat,The Black Keys,0.309,0.595,-8.99,0.0461,0.801,0.0266,0.371,0.438,90.805,5oZM584rzCURMzGC7IeGZ7,221293,R,1
Indo Silver Club,Daft Punk,0.886,0.847,-8.296,0.1,0.0888,0.937,0.087,0.443,126.163,4jF8GAMRCOenL17cNnBDI0,274733,R,3
Jump,Kris Kross,0.749,0.745,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,27AHAtAirQapVldIm4c9ZX,195107,R,4
Feel Good Inc (Stanton Warriors Remix),Gorillaz,0.851,0.626,-6.825,0.0613,0.00249,0.0998,0.031,0.446,130.001,566j2mk7SqZjDS4QfPyhyt,444907,R,7
Summer\'s End,Foo Fighters,0.533,0.781,-5.014,0.0322,0.00167,1.08e-05,0.17,0.417,122.994,0cA5yQFQAfKjf64QHbPqss,277973,R,8
Hold On I\'m Comin\',Sam & Dave,0.803,0.338,-14.029,0.0349,0.196,0.038,0.097,0.912,106.841,6PgVDY8GTkxF3GmhVGPzoB,155707,R,7
Funny Little Frog,Belle & Sebastian,0.567,0.826,-3.53,0.0292,0.106,0.0,0.0742,0.872,132.272,6QdA1d9sYaxx41IH1bvs69,188467,R,7
Devil\'s Spoke,Laura Marling,0.447,0.568,-9.172,0.0423,0.473,0.00028,0.0824,0.309,117.561,4dqhnjsX69qGQ7DCMSTY7v,218188,R,1
Lunar Sea,Camera Obscura,0.4,0.506,-9.909,0.0299,0.794,0.135,0.0847,0.299,115.149,6nGQQsrsi1R7rbHWhqdZcf,296333,R,1
Two Hearts,Phil Collins,0.582,0.908,-2.48,0.039,0.311,0.0323,0.0625,0.711,155.561,2BgWv15eKCDfiubKo6o76k,204387,R,0
Oh Jungleland,Simple Minds,0.541,0.935,-5.628,0.0366,0.0102,0.000821,0.0724,0.76,138.339,0FFJOXWORll0xkDvz2KlcL,313853,R,0
Strange Deja Vu [Scene Two],Dream Theater,0.319,0.881,-5.705,0.0788,0.0587,0.0,0.154,0.574,111.083,6kQe8MBvSdX8AD1UsjRv7w,312360,R,8
I Remember,Damien Rice,0.321,0.201,-11.445,0.0387,0.288,5.36e-06,0.114,0.384,83.766,7FUxSlW3F4vih5wMVv4Yh4,331267,R,1
Pow Pow,LCD Soundsystem,0.79,0.844,-9.929,0.0692,0.00457,0.244,0.0993,0.777,126.017,3VhBuvzzuGUuh7nyJJvGLk,503027,R,6
You Are A Knife,Veto,0.552,0.474,-11.673,0.0413,0.298,0.0143,0.327,0.313,82.48,6TyNVdZSqBY268aaUZcrGi,270747,R,1
You Dont Know Me,SOJA,0.608,0.686,-8.257,0.0738,0.00932,4.67e-05,0.0844,0.663,162.031,5Eiy6F1wsxETjncRWbEYp9,371200,R,0
St. Louie,Nelly,0.855,0.644,-7.109,0.231,0.0489,0.0,0.34,0.868,168.813,1jzZxOYrhSgowlEbc22JBF,267360,R,4
Hilarious Movie Of The 90s,Four Tet,0.68,0.474,-11.886,0.0365,0.681,0.38,0.107,0.0349,135.057,5glJKPaLojYCa2jaAOZxoZ,209067,R,1
Embrujo,Andrés Cepeda,0.712,0.353,-7.936,0.0357,0.434,0.0,0.127,0.75,125.72,7G9sO0Q5ojcpzg6Sle0DsG,162638,R,7
We Are The Sleepyheads,Belle & Sebastian,0.516,0.865,-5.252,0.0539,0.00855,1.72e-06,0.0519,0.722,148.483,1zTLOWMdjJlRM7aoBFfmOx,213733,R,0
Good Golly Miss Molly,Creedence Clearwater Revival,0.566,0.765,-7.551,0.0323,0.18,0.0133,0.136,0.969,75.008,6Ip2Ia3DPgc9PJ6hcQW6Xa,161853,R,7
A Reminder,Radiohead,0.315,0.5,-9.837,0.0276,0.5,0.434,0.227,0.141,78.515,6PSIzRBv7J3o6Vz8SFDKaT,232387,R,1
Rainbow In The Dark,Dio,0.512,0.947,-5.659,0.0401,0.000692,0.114,0.0283,0.612,117.461,2PpNgmrS9mAyrkRAwn6YPq,256933,R,8
Here I Am (Come And Take Me),UB40,0.802,0.621,-7.932,0.0377,0.0975,0.0256,0.0627,0.81,95.906,6YR2MkzMhojHBmW1TbXtZO,242093,R,7
¿Lo Ves? [Piano Y Voz],Alejandro Sanz,0.486,0.292,-10.69,0.0307,0.736,0.0,0.123,0.178,85.363,04YLM7FExvVrMykYjv2kUk,217093,R,1
Entre Tus Alas,Camila,0.206,0.531,-7.292,0.0345,0.0981,0.0,0.103,0.0953,180.666,2WBivCIGbNwTFgnZFCwqKn,246000,R,0
FFT (The Good_ The Bad_ And The Ugly Album Version),Huntingtons,0.261,0.995,-4.582,0.106,0.00104,0.0,0.15,0.154,184.962,3v7X8jVAp3nJVDhd2rKZOn,65800,R,0
In den Gärten Pharaos,Popol Vuh,0.343,0.4,-19.385,0.0747,0.894,0.913,0.403,0.0496,111.401,6YBC3WPcx7WwNUAPkzNPWP,1058893,R,6
Happy Endings,The All-American Rejects,0.498,0.894,-3.073,0.0455,0.000276,5.42e-05,0.114,0.754,156.106,3PMJBprFYP7sTC5OGRKFOx,260200,R,0
No One,Alicia Keys,0.644,0.549,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,6IwKcFdiRQZOWeYNhUiWIv,253813,R,8
Tokyo Witch,Beach House,0.454,0.414,-16.278,0.0408,0.373,7.57e-05,0.291,0.466,79.543,2Kp7DmEPQZQ1ru6OmoLJEo,222067,R,1
Roll Over Beethoven,Chuck Berry,0.715,0.797,-10.154,0.193,0.837,0.0,0.209,0.841,92.739,6C7aTTCUWRK7dD379yUT3W,144600,R,4
Build High,Pixies,0.441,0.92,-8.647,0.0457,0.0189,0.87,0.157,0.902,128.7,77zw8hTNmXCO4aB9zho1zz,102933,R,3
Not In Love,Crystal Castles,0.477,0.98,-4.204,0.0887,0.000834,0.00963,0.357,0.199,135.902,46Xnj8vZFwOZCE4aZNXlTf,226987,R,0
Music Now,Frightened Rabbit,0.636,0.819,-5.519,0.0339,0.0122,8.99e-05,0.206,0.199,125.727,0t7r9o9KaNWw1jf07rAGDq,252107,R,8
Littlest Things,Lily Allen,0.283,0.701,-7.595,0.135,0.66,1.67e-06,0.111,0.564,165.752,16tU7M0qquqkou1MnipA9h,187413,R,0
Dance with a Devil,Filo + Peri,0.494,0.978,-5.952,0.0655,8.35e-05,0.512,0.742,0.701,133.945,5yzq3q3e5p23oX1pXSodDE,191538,R,2
In The Arms Of Perdition,Despised Icon,0.375,0.957,-3.728,0.166,0.00218,0.0186,0.269,0.242,111.854,5Genp2tGRn0vwM9F5pHMKu,264880,R,8
God Is A DJ,Faithless,0.598,0.964,-4.173,0.0523,0.0444,0.654,0.234,0.115,126.015,4exGSaz6lVTxxZVF1xVD4k,155000,R,3
Waiting For A Girl Like You,Foreigner,0.33,0.469,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,2OgVsp77En2nju8pnCieVU,292067,R,0
La Casita Blanca,Los Wawanco,0.69,0.686,-6.814,0.0394,0.6,0.0,0.418,0.916,171.971,5Estcqf4Emb0uVX4hUtV94,111288,R,7
Anne\'s Song,Faith No More,0.716,0.887,-7.085,0.0597,0.0849,0.00522,0.34,0.586,120.501,3q1xhiSDAudeemKV9F0TEH,286159,R,7
A Party Song (The Walk of Shame),All Time Low,0.548,0.958,-2.981,0.0411,0.014,0.0,0.122,0.608,98.982,1RhrMPd8wdpM2gTI6aiUQA,179173,R,8
LDN,Lily Allen,0.673,0.607,-7.672,0.027,0.0142,4.15e-06,0.333,0.898,100.023,48T3AtfhOgz3euMEO2Z4hS,192333,R,7
Mad House,Rihanna,0.306,0.591,-7.692,0.0578,0.000938,0.000175,0.163,0.293,70.159,4oHkmDMdEHbd0f1xWqyFC7,94480,R,8
