song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
He Wasn\'t Man Enough,Toni Braxton,0.739,0.947,11,-1.916,0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,audio_features,7f1Dmr246cJ9uQYdbplTbh,spotify:track:7f1Dmr246cJ9uQYdbplTbh,https://api.spotify.com/v1/tracks/7f1Dmr246cJ9uQYdbplTbh,https://api.spotify.com/v1/audio-analysis/7f1Dmr246cJ9uQYdbplTbh,261933,4
The Well And The Lighthouse,Arcade Fire,0.231,0.775,8,-6.267,1,0.0358,0.0074,0.000443,0.214,0.509,149.744,audio_features,23DfvYoXdZ6eSuN5MUpZgQ,spotify:track:23DfvYoXdZ6eSuN5MUpZgQ,https://api.spotify.com/v1/tracks/23DfvYoXdZ6eSuN5MUpZgQ,https://api.spotify.com/v1/audio-analysis/23DfvYoXdZ6eSuN5MUpZgQ,236707,4
Man In The Box,Alice In Chains,0.355,0.791,8,-7.565,1,0.0453,0.00045,0,0.0969,0.758,106.392,audio_features,6gZVQvQZOFpzIy3HblJ20F,spotify:track:6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/tracks/6gZVQvQZOFpzIy3HblJ20F,https://api.spotify.com/v1/audio-analysis/6gZVQvQZOFpzIy3HblJ20F,285200,4
Da Funk (Radio Edit),Daft Punk,0.795,0.696,0,-5.829,0,0.0698,0.00332,0.863,0.328,0.928,111.214,audio_features,1IBxtCOTtdU9StLpNK6wZh,spotify:track:1IBxtCOTtdU9StLpNK6wZh,https://api.spotify.com/v1/tracks/1IBxtCOTtdU9StLpNK6wZh,https://api.spotify.com/v1/audio-analysis/1IBxtCOTtdU9StLpNK6wZh,229827,4
Homesick,A Day To Remember,0.283,0.957,5,-4.845,0,0.0728,9.52e-05,0,0.287,0.431,110.028,audio_features,1q5iPyrqqI7fijcNBR3fNZ,spotify:track:1q5iPyrqqI7fijcNBR3fNZ,https://api.spotify.com/v1/tracks/1q5iPyrqqI7fijcNBR3fNZ,https://api.spotify.com/v1/audio-analysis/1q5iPyrqqI7fijcNBR3fNZ,236613,4
Let U Go,ATB,0.732,0.875,4,-5.842,0,0.0326,0.126,0.000234,0.22,0.933,132.987,audio_features,2xbsEBoTWlNT9o2poFbtdq,spotify:track:2xbsEBoTWlNT9o2poFbtdq,https://api.spotify.com/v1/tracks/2xbsEBoTWlNT9o2poFbtdq,https://api.spotify.com/v1/audio-analysis/2xbsEBoTWlNT9o2poFbtdq,214960,4
Canada,Five Iron Frenzy,0.633,0.886,7,-7.113,1,0.0933,0.0535,0,0.0969,0.96,174.891,audio_features,4ALQyinHGIctf3q6YhWemg,spotify:track:4ALQyinHGIctf3q6YhWemg,https://api.spotify.com/v1/tracks/4ALQyinHGIctf3q6YhWemg,https://api.spotify.com/v1/audio-analysis/4ALQyinHGIctf3q6YhWemg,195933,4
A Summer Song,Chad & Jeremy,0.599,0.403,9,-12.737,1,0.0299,0.754,0.000314,0.131,0.523,124.013,audio_features,51FeytYQARk2UoFCDBZ3RG,spotify:track:51FeytYQARk2UoFCDBZ3RG,https://api.spotify.com/v1/tracks/51FeytYQARk2UoFCDBZ3RG,https://api.spotify.com/v1/audio-analysis/51FeytYQARk2UoFCDBZ3RG,158413,4
Human Behaviour,Björk,0.681,0.65,2,-14.637,1,0.0358,0.0396,0.0358,0.101,0.508,109.454,audio_features,5OnyZ56HLhrWOXdzeETqLk,spotify:track:5OnyZ56HLhrWOXdzeETqLk,https://api.spotify.com/v1/tracks/5OnyZ56HLhrWOXdzeETqLk,https://api.spotify.com/v1/audio-analysis/5OnyZ56HLhrWOXdzeETqLk,252360,4
Showoff,Kid Dynamite,0.489,0.976,9,-4.01,1,0.185,0.00415,0,0.0871,0.516,105.957,audio_features,3oWk5QkDBzpOhQPNNWgrnO,spotify:track:3oWk5QkDBzpOhQPNNWgrnO,https://api.spotify.com/v1/tracks/3oWk5QkDBzpOhQPNNWgrnO,https://api.spotify.com/v1/audio-analysis/3oWk5QkDBzpOhQPNNWgrnO,74987,4
Deepest Blue,Deepest Blue,0.605,0.786,6,-8.101,0,0.0448,0.0112,0.012,0.465,0.529,128.018,audio_features,1jASt5A9Gv8SVWv2Dd0ieF,spotify:track:1jASt5A9Gv8SVWv2Dd0ieF,https://api.spotify.com/v1/tracks/1jASt5A9Gv8SVWv2Dd0ieF,https://api.spotify.com/v1/audio-analysis/1jASt5A9Gv8SVWv2Dd0ieF,204360,4
Where Eagles Dare,The Misfits,0.221,0.909,2,-5.882,1,0.0571,0.0447,0.000401,0.349,0.502,188.822,audio_features,49AjXpXAF6bVWhzE03LwDK,spotify:track:49AjXpXAF6bVWhzE03LwDK,https://api.spotify.com/v1/tracks/49AjXpXAF6bVWhzE03LwDK,https://api.spotify.com/v1/audio-analysis/49AjXpXAF6bVWhzE03LwDK,148747,4
Also Frightened,Animal Collective,0.253,0.821,0,-6.119,1,0.1,0.127,0,0.448,0.179,151.351,audio_features,6dRAwuJNZ79vGXvcYuPaM8,spotify:track:6dRAwuJNZ79vGXvcYuPaM8,https://api.spotify.com/v1/tracks/6dRAwuJNZ79vGXvcYuPaM8,https://api.spotify.com/v1/audio-analysis/6dRAwuJNZ79vGXvcYuPaM8,314067,3
Nervous Breakdown,Rise Against,0.281,0.995,4,-3.395,1,0.0951,0.00037,0,0.0998,0.51,185.014,audio_features,6St3D4YAUdJmLpXx79TaMk,spotify:track:6St3D4YAUdJmLpXx79TaMk,https://api.spotify.com/v1/tracks/6St3D4YAUdJmLpXx79TaMk,https://api.spotify.com/v1/audio-analysis/6St3D4YAUdJmLpXx79TaMk,128853,4
Dear God,XTC,0.577,0.464,7,-7.943,1,0.024,0.0979,1.3e-06,0.154,0.346,90.557,audio_features,6nFdjV1Ko66O111x74K2kn,spotify:track:6nFdjV1Ko66O111x74K2kn,https://api.spotify.com/v1/tracks/6nFdjV1Ko66O111x74K2kn,https://api.spotify.com/v1/audio-analysis/6nFdjV1Ko66O111x74K2kn,219507,4
Give It Back,Polly Paulusma,0.524,0.66,0,-7.221,1,0.0293,0.405,0.137,0.131,0.647,83.544,audio_features,3xiUIoq3v3llyhA2ZNP0i4,spotify:track:3xiUIoq3v3llyhA2ZNP0i4,https://api.spotify.com/v1/tracks/3xiUIoq3v3llyhA2ZNP0i4,https://api.spotify.com/v1/audio-analysis/3xiUIoq3v3llyhA2ZNP0i4,223827,4
Disco Heaven,Lady GaGa,0.752,0.946,0,-3.398,1,0.0802,0.0388,0.000121,0.312,0.907,127.983,audio_features,1bf8vfTALRGvfj6tUgFlGh,spotify:track:1bf8vfTALRGvfj6tUgFlGh,https://api.spotify.com/v1/tracks/1bf8vfTALRGvfj6tUgFlGh,https://api.spotify.com/v1/audio-analysis/1bf8vfTALRGvfj6tUgFlGh,221480,4
Blind,Hercules & Love Affair,0.716,0.914,7,-6.907,0,0.0341,0.00542,0.000218,0.0504,0.69,118.579,audio_features,2acK24b60RQD2zBpW0Zsrw,spotify:track:2acK24b60RQD2zBpW0Zsrw,https://api.spotify.com/v1/tracks/2acK24b60RQD2zBpW0Zsrw,https://api.spotify.com/v1/audio-analysis/2acK24b60RQD2zBpW0Zsrw,345560,4
The Least You Can Do,Phil Collins,0.521,0.756,5,-4.282,1,0.0297,0.0631,4.53e-05,0.36,0.355,128.306,audio_features,4pLhKHkdz3sojNTZAnrwFA,spotify:track:4pLhKHkdz3sojNTZAnrwFA,https://api.spotify.com/v1/tracks/4pLhKHkdz3sojNTZAnrwFA,https://api.spotify.com/v1/audio-analysis/4pLhKHkdz3sojNTZAnrwFA,261973,4
Tsubasa,M83,0.196,0.402,5,-8.948,0,0.0374,0.93,0.888,0.189,0.0659,84.96,audio_features,4QiBdwuFTtDjqpb9314n32,spotify:track:4QiBdwuFTtDjqpb9314n32,https://api.spotify.com/v1/tracks/4QiBdwuFTtDjqpb9314n32,https://api.spotify.com/v1/audio-analysis/4QiBdwuFTtDjqpb9314n32,248040,4
Yet Another Day,Armin van Buuren,0.479,0.923,11,-7.641,0,0.0621,4.55e-06,0.222,0.147,0.0704,137.989,audio_features,2Y9WmZ2HV9vXk1F09ZdTWY,spotify:track:2Y9WmZ2HV9vXk1F09ZdTWY,https://api.spotify.com/v1/tracks/2Y9WmZ2HV9vXk1F09ZdTWY,https://api.spotify.com/v1/audio-analysis/2Y9WmZ2HV9vXk1F09ZdTWY,285219,4
Feelings Show,Colbie Caillat,0.612,0.673,0,-5.067,1,0.053,0.0434,2.14e-05,0.0983,0.733,169.983,audio_features,7egPRnpnJXJga7zktQdRWv,spotify:track:7egPRnpnJXJga7zktQdRWv,https://api.spotify.com/v1/tracks/7egPRnpnJXJga7zktQdRWv,https://api.spotify.com/v1/audio-analysis/7egPRnpnJXJga7zktQdRWv,188747,4
Ever Dream,Nightwish,0.394,0.873,7,-7.097,0,0.0594,0.000518,0.000158,0.277,0.25,147.806,audio_features,5SNDGulFALe3DpSbuYarl7,spotify:track:5SNDGulFALe3DpSbuYarl7,https://api.spotify.com/v1/tracks/5SNDGulFALe3DpSbuYarl7,https://api.spotify.com/v1/audio-analysis/5SNDGulFALe3DpSbuYarl7,282933,4
Bastards on Parade,Dropkick Murphys,0.4,0.962,8,-2.248,1,0.0492,0.00313,0,0.134,0.592,100.344,audio_features,0au4ZXv4dsGaXCYYaM1Xja,spotify:track:0au4ZXv4dsGaXCYYaM1Xja,https://api.spotify.com/v1/tracks/0au4ZXv4dsGaXCYYaM1Xja,https://api.spotify.com/v1/audio-analysis/0au4ZXv4dsGaXCYYaM1Xja,230633,4
You Told A Lie,Camera Obscura,0.332,0.564,0,-6.796,1,0.0338,0.129,0,0.371,0.593,132.861,audio_features,3gCxzac9jNzbr6lLiW3euA,spotify:track:3gCxzac9jNzbr6lLiW3euA,https://api.spotify.com/v1/tracks/3gCxzac9jNzbr6lLiW3euA,https://api.spotify.com/v1/audio-analysis/3gCxzac9jNzbr6lLiW3euA,224587,4
Asche Zu Asche,Rammstein,0.563,0.906,9,-7.503,1,0.0734,0.00164,0.0179,0.0722,0.71,169.967,audio_features,407eqFGqQc40KPf43YrQ44,spotify:track:407eqFGqQc40KPf43YrQ44,https://api.spotify.com/v1/tracks/407eqFGqQc40KPf43YrQ44,https://api.spotify.com/v1/audio-analysis/407eqFGqQc40KPf43YrQ44,231450,4
Pump It,Black Eyed Peas,0.649,0.931,1,-3.15,0,0.181,0.0093,0,0.751,0.744,153.645,audio_features,6btyEL6NwUa97Nex9cZFvo,spotify:track:6btyEL6NwUa97Nex9cZFvo,https://api.spotify.com/v1/tracks/6btyEL6NwUa97Nex9cZFvo,https://api.spotify.com/v1/audio-analysis/6btyEL6NwUa97Nex9cZFvo,213067,4
This Cowboy Song,Sting,0.651,0.874,0,-8.259,1,0.0364,0.0194,0.086,0.0499,0.898,100.32,audio_features,0YAulijywozW0P5k6gHKEG,spotify:track:0YAulijywozW0P5k6gHKEG,https://api.spotify.com/v1/tracks/0YAulijywozW0P5k6gHKEG,https://api.spotify.com/v1/audio-analysis/0YAulijywozW0P5k6gHKEG,300400,4
The Fight Song,Marilyn Manson,0.47,0.984,1,-3.783,0,0.0939,0.000133,0.000224,0.212,0.0368,130.055,audio_features,6pfdW2NouUI3ZnugM7r0G0,spotify:track:6pfdW2NouUI3ZnugM7r0G0,https://api.spotify.com/v1/tracks/6pfdW2NouUI3ZnugM7r0G0,https://api.spotify.com/v1/audio-analysis/6pfdW2NouUI3ZnugM7r0G0,175760,4
Hollywood Whore,Papa Roach,0.536,0.894,0,-4.515,0,0.0374,0.000908,7.23e-05,0.12,0.322,93.033,audio_features,2nAUcVNxXpOTohdYdONend,spotify:track:2nAUcVNxXpOTohdYdONend,https://api.spotify.com/v1/tracks/2nAUcVNxXpOTohdYdONend,https://api.spotify.com/v1/audio-analysis/2nAUcVNxXpOTohdYdONend,234493,4
Cherry Blossom Girl (Fanny Demo Version),Air,0.645,0.653,9,-8.576,1,0.039,0.123,0.885,0.0688,0.748,139.991,audio_features,5jrCGWEtgHgXJQ7lYNGlY9,spotify:track:5jrCGWEtgHgXJQ7lYNGlY9,https://api.spotify.com/v1/tracks/5jrCGWEtgHgXJQ7lYNGlY9,https://api.spotify.com/v1/audio-analysis/5jrCGWEtgHgXJQ7lYNGlY9,189147,4
Trátame Suavemente,Soda Stereo,0.738,0.8,11,-3.366,0,0.0283,0.043,0.0543,0.595,0.532,122.858,audio_features,65DBZofI0b79kfHTcWWDuU,spotify:track:65DBZofI0b79kfHTcWWDuU,https://api.spotify.com/v1/tracks/65DBZofI0b79kfHTcWWDuU,https://api.spotify.com/v1/audio-analysis/65DBZofI0b79kfHTcWWDuU,200800,4
Got Nuffin\',Spoon,0.625,0.88,0,-7.252,1,0.0316,0.0563,0.0956,0.152,0.834,143.911,audio_features,0n2tnCMIlM8Z58NPdXzlQe,spotify:track:0n2tnCMIlM8Z58NPdXzlQe,https://api.spotify.com/v1/tracks/0n2tnCMIlM8Z58NPdXzlQe,https://api.spotify.com/v1/audio-analysis/0n2tnCMIlM8Z58NPdXzlQe,238853,4
Meadowlarks,Fleet Foxes,0.482,0.151,7,-13.498,1,0.031,0.799,0.0223,0.111,0.13,105.943,audio_features,0bSEOwEDH7D32nkmsTit42,spotify:track:0bSEOwEDH7D32nkmsTit42,https://api.spotify.com/v1/tracks/0bSEOwEDH7D32nkmsTit42,https://api.spotify.com/v1/audio-analysis/0bSEOwEDH7D32nkmsTit42,191573,4
Oceanside,Angels Of Light & Akron/Family,0.301,0.0402,7,-19.724,1,0.0406,0.905,0.00176,0.112,0.162,152.004,audio_features,1QcrcctUI13Mte5xK6isF6,spotify:track:1QcrcctUI13Mte5xK6isF6,https://api.spotify.com/v1/tracks/1QcrcctUI13Mte5xK6isF6,https://api.spotify.com/v1/audio-analysis/1QcrcctUI13Mte5xK6isF6,216600,3
Be With You,Beyoncé,0.711,0.454,0,-6.485,0,0.0904,0.125,2.15e-06,0.071,0.782,74.928,audio_features,1qgNiHh7QoSgzoFZEPwPNm,spotify:track:1qgNiHh7QoSgzoFZEPwPNm,https://api.spotify.com/v1/tracks/1qgNiHh7QoSgzoFZEPwPNm,https://api.spotify.com/v1/audio-analysis/1qgNiHh7QoSgzoFZEPwPNm,260200,4
Blood Bank,Bon Iver,0.493,0.372,7,-11.889,1,0.0331,0.964,0.0308,0.117,0.25,116.86,audio_features,15WbjBy1bzH1UsUldBwwlW,spotify:track:15WbjBy1bzH1UsUldBwwlW,https://api.spotify.com/v1/tracks/15WbjBy1bzH1UsUldBwwlW,https://api.spotify.com/v1/audio-analysis/15WbjBy1bzH1UsUldBwwlW,285160,4
Life Ain\'t Always Beautiful,Gary Allan,0.481,0.508,2,-7.666,1,0.0248,0.216,0.000175,0.105,0.268,86.013,audio_features,3unLUM6bJcy5beGawHpynM,spotify:track:3unLUM6bJcy5beGawHpynM,https://api.spotify.com/v1/tracks/3unLUM6bJcy5beGawHpynM,https://api.spotify.com/v1/audio-analysis/3unLUM6bJcy5beGawHpynM,224613,4
Wake Up And Smell The Coffee,The Cranberries,0.53,0.723,2,-4.874,0,0.0425,0.0452,0.00568,0.108,0.167,144.341,audio_features,16kvs3Qn8GINS1PxxGTkgH,spotify:track:16kvs3Qn8GINS1PxxGTkgH,https://api.spotify.com/v1/tracks/16kvs3Qn8GINS1PxxGTkgH,https://api.spotify.com/v1/audio-analysis/16kvs3Qn8GINS1PxxGTkgH,315107,4
All In Forms,Bonobo,0.701,0.557,9,-8.816,1,0.0291,0.102,0.865,0.164,0.586,109.995,audio_features,4SxoponB2oxqjuOSNYhTjb,spotify:track:4SxoponB2oxqjuOSNYhTjb,https://api.spotify.com/v1/tracks/4SxoponB2oxqjuOSNYhTjb,https://api.spotify.com/v1/audio-analysis/4SxoponB2oxqjuOSNYhTjb,291733,4
The Stroke,Billy Squier,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,audio_features,52KvuGmgcgRdrLMXOtda0E,spotify:track:52KvuGmgcgRdrLMXOtda0E,https://api.spotify.com/v1/tracks/52KvuGmgcgRdrLMXOtda0E,https://api.spotify.com/v1/audio-analysis/52KvuGmgcgRdrLMXOtda0E,217613,4
Shine On,The Kooks,0.466,0.634,6,-5.3,1,0.0289,0.0763,0,0.0678,0.324,128.992,audio_features,5zsvG3RApT8qMVl7673FqF,spotify:track:5zsvG3RApT8qMVl7673FqF,https://api.spotify.com/v1/tracks/5zsvG3RApT8qMVl7673FqF,https://api.spotify.com/v1/audio-analysis/5zsvG3RApT8qMVl7673FqF,194240,4
Ay Mama,Devendra Banhart,0.444,0.316,9,-11.402,0,0.0309,0.921,0.845,0.276,0.202,117.483,audio_features,5GSl3iD7LCP4f2pnLItMrO,spotify:track:5GSl3iD7LCP4f2pnLItMrO,https://api.spotify.com/v1/tracks/5GSl3iD7LCP4f2pnLItMrO,https://api.spotify.com/v1/audio-analysis/5GSl3iD7LCP4f2pnLItMrO,181920,4
Forgive Me,Leona Lewis,0.738,0.791,5,-5.344,1,0.0767,0.0105,0,0.0225,0.556,120.003,audio_features,7ucEoIptmXnlEvJ8uiS30X,spotify:track:7ucEoIptmXnlEvJ8uiS30X,https://api.spotify.com/v1/tracks/7ucEoIptmXnlEvJ8uiS30X,https://api.spotify.com/v1/audio-analysis/7ucEoIptmXnlEvJ8uiS30X,220600,4
A Lo Cubano,Orishas,0.849,0.626,1,-8.241,1,0.255,0.0378,1.27e-05,0.131,0.712,98.185,audio_features,5RHsMuIxbJhGJoyd8DYmn8,spotify:track:5RHsMuIxbJhGJoyd8DYmn8,https://api.spotify.com/v1/tracks/5RHsMuIxbJhGJoyd8DYmn8,https://api.spotify.com/v1/audio-analysis/5RHsMuIxbJhGJoyd8DYmn8,243696,4
Three Blind Mice,Ten Years After,0.482,0.312,8,-16.024,1,0.389,0.749,0.945,0.116,0.67,151.954,audio_features,6vi4jwk9fzhK1hF7vGIcAf,spotify:track:6vi4jwk9fzhK1hF7vGIcAf,https://api.spotify.com/v1/tracks/6vi4jwk9fzhK1hF7vGIcAf,https://api.spotify.com/v1/audio-analysis/6vi4jwk9fzhK1hF7vGIcAf,58560,4
Too Late For Goodbyes,Julian Lennon,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,audio_features,2SPU97neddixGZ3wCMLAwx,spotify:track:2SPU97neddixGZ3wCMLAwx,https://api.spotify.com/v1/tracks/2SPU97neddixGZ3wCMLAwx,https://api.spotify.com/v1/audio-analysis/2SPU97neddixGZ3wCMLAwx,214645,4
Leaning Against The Wall,Kings Of Convenience,0.677,0.189,0,-17.957,1,0.0397,0.941,0.926,0.104,0.26,143.127,audio_features,4XwQVdZA3BC3fhIzeNsgZ2,spotify:track:4XwQVdZA3BC3fhIzeNsgZ2,https://api.spotify.com/v1/tracks/4XwQVdZA3BC3fhIzeNsgZ2,https://api.spotify.com/v1/audio-analysis/4XwQVdZA3BC3fhIzeNsgZ2,198373,4
Ocean Avenue,Yellowcard,0.486,0.904,6,-3.751,0,0.0638,3.43e-05,2.83e-05,0.0947,0.786,173.734,audio_features,23oxJmDc1V9uLUSmN2LIvx,spotify:track:23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/tracks/23oxJmDc1V9uLUSmN2LIvx,https://api.spotify.com/v1/audio-analysis/23oxJmDc1V9uLUSmN2LIvx,198267,4
In The Cold I\'m Standing,M83,0.154,0.398,8,-7.721,0,0.0368,0.618,0.0102,0.113,0.0367,77.46,audio_features,5ic5gVj6swFyDQKACUl7Zt,spotify:track:5ic5gVj6swFyDQKACUl7Zt,https://api.spotify.com/v1/tracks/5ic5gVj6swFyDQKACUl7Zt,https://api.spotify.com/v1/audio-analysis/5ic5gVj6swFyDQKACUl7Zt,248293,5
Epona,Enya,0.665,0.335,2,-19.426,0,0.0532,0.954,0.873,0.101,0.693,98.739,audio_features,2CMvIxdRmZcIzP8Xd06bia,spotify:track:2CMvIxdRmZcIzP8Xd06bia,https://api.spotify.com/v1/tracks/2CMvIxdRmZcIzP8Xd06bia,https://api.spotify.com/v1/audio-analysis/2CMvIxdRmZcIzP8Xd06bia,97307,3
I Put A Spell On You,Marilyn Manson,0.63,0.797,11,-5.864,0,0.0816,0.00209,0.449,0.244,0.366,98.276,audio_features,0F5qpNAXWKyvyrHbpn168z,spotify:track:0F5qpNAXWKyvyrHbpn168z,https://api.spotify.com/v1/tracks/0F5qpNAXWKyvyrHbpn168z,https://api.spotify.com/v1/audio-analysis/0F5qpNAXWKyvyrHbpn168z,216760,3
This Ain\'t A Scene_ It\'s An Arms Race,Fall Out Boy,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,audio_features,1oagRT7LfpVlNJN6FSZDGp,spotify:track:1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/tracks/1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/audio-analysis/1oagRT7LfpVlNJN6FSZDGp,212040,4
Six-Pack Summer,Phil Vassar,0.725,0.733,0,-6.66,1,0.0242,0.508,0,0.173,0.843,100.311,audio_features,23qDMWnwf8p0pr5slljB6i,spotify:track:23qDMWnwf8p0pr5slljB6i,https://api.spotify.com/v1/tracks/23qDMWnwf8p0pr5slljB6i,https://api.spotify.com/v1/audio-analysis/23qDMWnwf8p0pr5slljB6i,219827,4
Pepper,Butthole Surfers,0.631,0.804,7,-5.492,1,0.166,0.00589,0.00116,0.16,0.671,79.898,audio_features,1ng36571Iyov4HBxUClySn,spotify:track:1ng36571Iyov4HBxUClySn,https://api.spotify.com/v1/tracks/1ng36571Iyov4HBxUClySn,https://api.spotify.com/v1/audio-analysis/1ng36571Iyov4HBxUClySn,297267,4
It\'s Five O\' Clock Somewhere,Alan Jackson,0.713,0.768,2,-6.702,1,0.0363,0.22,0,0.177,0.878,125.203,audio_features,07KYRDFf8Q6sqj4PWCP9vh,spotify:track:07KYRDFf8Q6sqj4PWCP9vh,https://api.spotify.com/v1/tracks/07KYRDFf8Q6sqj4PWCP9vh,https://api.spotify.com/v1/audio-analysis/07KYRDFf8Q6sqj4PWCP9vh,230267,4
Jailbird,M Ward,0.506,0.745,0,-7.826,1,0.0302,0.0238,1.47e-05,0.223,0.626,117.922,audio_features,0oT1MBZEHQUrMiU7is68A3,spotify:track:0oT1MBZEHQUrMiU7is68A3,https://api.spotify.com/v1/tracks/0oT1MBZEHQUrMiU7is68A3,https://api.spotify.com/v1/audio-analysis/0oT1MBZEHQUrMiU7is68A3,151507,4
Rorol,Octopus Project,0.356,0.23,7,-15.614,1,0.0491,0.385,0.899,0.637,0.0393,109.632,audio_features,3rGgubo6wsk2X59XMYnZL6,spotify:track:3rGgubo6wsk2X59XMYnZL6,https://api.spotify.com/v1/tracks/3rGgubo6wsk2X59XMYnZL6,https://api.spotify.com/v1/audio-analysis/3rGgubo6wsk2X59XMYnZL6,295480,3
Why Can\'t We Be Friends,Smash Mouth,0.447,0.9,8,-6.367,1,0.0702,0.0727,0,0.157,0.707,100.308,audio_features,36xIOmGAoanZWR0kAFKRNO,spotify:track:36xIOmGAoanZWR0kAFKRNO,https://api.spotify.com/v1/tracks/36xIOmGAoanZWR0kAFKRNO,https://api.spotify.com/v1/audio-analysis/36xIOmGAoanZWR0kAFKRNO,287933,4
Daylight,Coldplay,0.453,0.571,11,-6.117,1,0.0314,0.00976,0.518,0.0846,0.189,132.787,audio_features,4fP4xTSBli3tKck172LEZ4,spotify:track:4fP4xTSBli3tKck172LEZ4,https://api.spotify.com/v1/tracks/4fP4xTSBli3tKck172LEZ4,https://api.spotify.com/v1/audio-analysis/4fP4xTSBli3tKck172LEZ4,327800,4
Dreaming Of You,Selena,0.553,0.458,8,-10.796,1,0.0381,0.325,9.71e-05,0.0583,0.247,165.807,audio_features,5EL8hqM8YQJHKKnzGdahly,spotify:track:5EL8hqM8YQJHKKnzGdahly,https://api.spotify.com/v1/tracks/5EL8hqM8YQJHKKnzGdahly,https://api.spotify.com/v1/audio-analysis/5EL8hqM8YQJHKKnzGdahly,314867,4
Come To Me,Björk,0.485,0.594,5,-13.563,1,0.0335,0.00186,3.41e-05,0.115,0.344,173.456,audio_features,2ir9cmvZIpFYxaeMTa76DS,spotify:track:2ir9cmvZIpFYxaeMTa76DS,https://api.spotify.com/v1/tracks/2ir9cmvZIpFYxaeMTa76DS,https://api.spotify.com/v1/audio-analysis/2ir9cmvZIpFYxaeMTa76DS,295360,4
White Room,Cream,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,audio_features,3Xls4cNOwy01dtrNXb1inG,spotify:track:3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/tracks/3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,298333,4
Collecting Skylines,Swearing At Motorists,0.286,0.36,10,-14.085,1,0.053,0.635,0.793,0.133,0.663,158.807,audio_features,4gVKfvbMi9XkRGFx2RAXzN,spotify:track:4gVKfvbMi9XkRGFx2RAXzN,https://api.spotify.com/v1/tracks/4gVKfvbMi9XkRGFx2RAXzN,https://api.spotify.com/v1/audio-analysis/4gVKfvbMi9XkRGFx2RAXzN,33453,3
Old Yellow Bricks,Arctic Monkeys,0.663,0.839,0,-4.453,1,0.0695,0.000185,4.65e-06,0.0808,0.75,135.155,audio_features,3BcQFPRZuuUClWStz29WjN,spotify:track:3BcQFPRZuuUClWStz29WjN,https://api.spotify.com/v1/tracks/3BcQFPRZuuUClWStz29WjN,https://api.spotify.com/v1/audio-analysis/3BcQFPRZuuUClWStz29WjN,187133,4
The Impossible,Mariah Carey,0.678,0.466,5,-6.595,0,0.0293,0.115,0.000106,0.314,0.457,120.102,audio_features,41Wt2Ebg088cwUYdxhIOz9,spotify:track:41Wt2Ebg088cwUYdxhIOz9,https://api.spotify.com/v1/tracks/41Wt2Ebg088cwUYdxhIOz9,https://api.spotify.com/v1/audio-analysis/41Wt2Ebg088cwUYdxhIOz9,240507,4
Rememo,Kings Of Leon,0.642,0.189,9,-12.309,1,0.0823,0.319,0.00409,0.217,0.295,141.091,audio_features,2emZfA5GvYpToKBYtvOUuX,spotify:track:2emZfA5GvYpToKBYtvOUuX,https://api.spotify.com/v1/tracks/2emZfA5GvYpToKBYtvOUuX,https://api.spotify.com/v1/audio-analysis/2emZfA5GvYpToKBYtvOUuX,199840,3
Groovy Times,The Clash,0.57,0.814,4,-8.21,1,0.0542,0.0039,0,0.0614,0.736,147.368,audio_features,3fQ2bzho2VEAdY38sssZdK,spotify:track:3fQ2bzho2VEAdY38sssZdK,https://api.spotify.com/v1/tracks/3fQ2bzho2VEAdY38sssZdK,https://api.spotify.com/v1/audio-analysis/3fQ2bzho2VEAdY38sssZdK,206000,4
Invincible,Ok Go,0.417,0.915,7,-2.513,1,0.0636,0.000132,0.000129,0.456,0.381,96.037,audio_features,5YCXQINNQyP4dPmQdUz5ER,spotify:track:5YCXQINNQyP4dPmQdUz5ER,https://api.spotify.com/v1/tracks/5YCXQINNQyP4dPmQdUz5ER,https://api.spotify.com/v1/audio-analysis/5YCXQINNQyP4dPmQdUz5ER,210640,4
The Reeling,Passion Pit,0.597,0.777,8,-5.638,1,0.0668,0.000356,0.00113,0.169,0.776,111.999,audio_features,5noQJkpVfHt2D4df2GXieV,spotify:track:5noQJkpVfHt2D4df2GXieV,https://api.spotify.com/v1/tracks/5noQJkpVfHt2D4df2GXieV,https://api.spotify.com/v1/audio-analysis/5noQJkpVfHt2D4df2GXieV,287907,4
