song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Take The Power Back,Rage Against The Machine,0.62,0.912,1,-4.011,1,0.221,0.0728,7.15e-05,0.249,0.291,106.236,audio_features,25CbtOzU8Pn17SAaXFjIR3,spotify:track:25CbtOzU8Pn17SAaXFjIR3,https://api.spotify.com/v1/tracks/25CbtOzU8Pn17SAaXFjIR3,https://api.spotify.com/v1/audio-analysis/25CbtOzU8Pn17SAaXFjIR3,336440,4
Calm Like A Bomb,Rage Against The Machine,0.315,0.97,7,-5.424,1,0.483,0.0234,2.03e-06,0.122,0.37,149.749,audio_features,1hR0fIFK2qRG3f3RF70pb7,spotify:track:1hR0fIFK2qRG3f3RF70pb7,https://api.spotify.com/v1/tracks/1hR0fIFK2qRG3f3RF70pb7,https://api.spotify.com/v1/audio-analysis/1hR0fIFK2qRG3f3RF70pb7,298893,4
Ego,Beyoncé,0.623,0.389,1,-7.816,1,0.241,0.155,0,0.163,0.489,79.454,audio_features,6GcuA4J9ruyClBizBd4m5E,spotify:track:6GcuA4J9ruyClBizBd4m5E,https://api.spotify.com/v1/tracks/6GcuA4J9ruyClBizBd4m5E,https://api.spotify.com/v1/audio-analysis/6GcuA4J9ruyClBizBd4m5E,236360,4
Harold T. Wilkins_ or How to Wait for a Very Long Time,Fanfarlo,0.586,0.883,2,-5.439,1,0.0302,0.0715,0,0.11,0.933,133.035,audio_features,3fBbB1mW3ULuhmQXijyuaR,spotify:track:3fBbB1mW3ULuhmQXijyuaR,https://api.spotify.com/v1/tracks/3fBbB1mW3ULuhmQXijyuaR,https://api.spotify.com/v1/audio-analysis/3fBbB1mW3ULuhmQXijyuaR,241653,4
P.I.M.P.,50 Cent,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,audio_features,2D1hlMwWWXpkc3CZJ5U351,spotify:track:2D1hlMwWWXpkc3CZJ5U351,https://api.spotify.com/v1/tracks/2D1hlMwWWXpkc3CZJ5U351,https://api.spotify.com/v1/audio-analysis/2D1hlMwWWXpkc3CZJ5U351,249467,4
Transparent & Glasslike,Carpark North,0.394,0.607,0,-14.444,1,0.0377,0.00204,0.0025,0.292,0.523,160.095,audio_features,5IWaJGGh9FMxVe6AQO4U9A,spotify:track:5IWaJGGh9FMxVe6AQO4U9A,https://api.spotify.com/v1/tracks/5IWaJGGh9FMxVe6AQO4U9A,https://api.spotify.com/v1/audio-analysis/5IWaJGGh9FMxVe6AQO4U9A,216813,4
Battle For The Sun,Placebo,0.338,0.621,2,-6.371,0,0.0381,0.000428,0.295,0.228,0.505,152.413,audio_features,3oCUlPYV4YLR7UJkLfZEhQ,spotify:track:3oCUlPYV4YLR7UJkLfZEhQ,https://api.spotify.com/v1/tracks/3oCUlPYV4YLR7UJkLfZEhQ,https://api.spotify.com/v1/audio-analysis/3oCUlPYV4YLR7UJkLfZEhQ,332293,4
On a Neck_ On a Spit,Grizzly Bear,0.261,0.442,2,-8.207,1,0.0321,0.222,0.102,0.221,0.17,93.443,audio_features,18wtixhJzC2Shhk1A3F8eB,spotify:track:18wtixhJzC2Shhk1A3F8eB,https://api.spotify.com/v1/tracks/18wtixhJzC2Shhk1A3F8eB,https://api.spotify.com/v1/audio-analysis/18wtixhJzC2Shhk1A3F8eB,346853,3
Dear John,Ryan Adams & The Cardinals,0.415,0.376,5,-6.989,1,0.0255,0.877,0.000291,0.0987,0.179,97.019,audio_features,2AaUvjFM6JtIH437CkyHR0,spotify:track:2AaUvjFM6JtIH437CkyHR0,https://api.spotify.com/v1/tracks/2AaUvjFM6JtIH437CkyHR0,https://api.spotify.com/v1/audio-analysis/2AaUvjFM6JtIH437CkyHR0,275267,3
Games,Jonas Brothers,0.504,0.918,11,-3.133,1,0.0668,0.00154,1.32e-06,0.12,0.747,155.009,audio_features,1MaeqDRgEVz0pDh3mU71Ay,spotify:track:1MaeqDRgEVz0pDh3mU71Ay,https://api.spotify.com/v1/tracks/1MaeqDRgEVz0pDh3mU71Ay,https://api.spotify.com/v1/audio-analysis/1MaeqDRgEVz0pDh3mU71Ay,201307,4
Dear Catastrophe Waitress,Belle & Sebastian,0.606,0.699,0,-6.887,1,0.0381,0.146,6.9e-05,0.35,0.656,80.925,audio_features,696eVkmwZaGayo4T4z0NB7,spotify:track:696eVkmwZaGayo4T4z0NB7,https://api.spotify.com/v1/tracks/696eVkmwZaGayo4T4z0NB7,https://api.spotify.com/v1/audio-analysis/696eVkmwZaGayo4T4z0NB7,142667,4
Agua,Jarabe De Palo,0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,0.742,145.751,audio_features,5omgFpiMt1CGHjQGfkwzvz,spotify:track:5omgFpiMt1CGHjQGfkwzvz,https://api.spotify.com/v1/tracks/5omgFpiMt1CGHjQGfkwzvz,https://api.spotify.com/v1/audio-analysis/5omgFpiMt1CGHjQGfkwzvz,254267,4
Party Like A Rock Star,Shop Boyz,0.619,0.709,7,-4.633,1,0.0395,0.00541,0,0.507,0.68,144.972,audio_features,1IYaMVfidzSfvCUZYXhsU1,spotify:track:1IYaMVfidzSfvCUZYXhsU1,https://api.spotify.com/v1/tracks/1IYaMVfidzSfvCUZYXhsU1,https://api.spotify.com/v1/audio-analysis/1IYaMVfidzSfvCUZYXhsU1,253400,4
I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,audio_features,005lwxGU1tms6HGELIcUv9,spotify:track:005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/tracks/005lwxGU1tms6HGELIcUv9,https://api.spotify.com/v1/audio-analysis/005lwxGU1tms6HGELIcUv9,179640,4
The Perfect Space,The Avett Brothers,0.392,0.217,0,-9.148,1,0.0332,0.815,0.00375,0.218,0.111,112.559,audio_features,08ORg3M5ly7J9b7YpCLjKz,spotify:track:08ORg3M5ly7J9b7YpCLjKz,https://api.spotify.com/v1/tracks/08ORg3M5ly7J9b7YpCLjKz,https://api.spotify.com/v1/audio-analysis/08ORg3M5ly7J9b7YpCLjKz,271080,4
The Pain,Murs,0.493,0.657,1,-9.056,1,0.412,0.173,0,0.238,0.84,159.86,audio_features,3AyirDrI8wzuz1JdUfNV6C,spotify:track:3AyirDrI8wzuz1JdUfNV6C,https://api.spotify.com/v1/tracks/3AyirDrI8wzuz1JdUfNV6C,https://api.spotify.com/v1/audio-analysis/3AyirDrI8wzuz1JdUfNV6C,244680,4
Hands Open,Snow Patrol,0.515,0.973,3,-2.158,1,0.0481,0.000318,4.73e-06,0.116,0.536,123.983,audio_features,6DGdgBp6NxutVUafsnUdnN,spotify:track:6DGdgBp6NxutVUafsnUdnN,https://api.spotify.com/v1/tracks/6DGdgBp6NxutVUafsnUdnN,https://api.spotify.com/v1/audio-analysis/6DGdgBp6NxutVUafsnUdnN,197453,4
Circo Beat,Fito Paez,0.692,0.741,7,-7.991,1,0.045,0.0823,3.31e-06,0.869,0.864,124.139,audio_features,3pOZ858QkKdCCTONxISQa8,spotify:track:3pOZ858QkKdCCTONxISQa8,https://api.spotify.com/v1/tracks/3pOZ858QkKdCCTONxISQa8,https://api.spotify.com/v1/audio-analysis/3pOZ858QkKdCCTONxISQa8,343400,4
Skyscraper,Train,0.432,0.482,7,-7.7,1,0.0295,0.0304,3.07e-05,0.103,0.208,75.007,audio_features,3aVvhQ9qcuq0RNXwlXmiHs,spotify:track:3aVvhQ9qcuq0RNXwlXmiHs,https://api.spotify.com/v1/tracks/3aVvhQ9qcuq0RNXwlXmiHs,https://api.spotify.com/v1/audio-analysis/3aVvhQ9qcuq0RNXwlXmiHs,234493,4
Scream For More,Kate Ryan,0.657,0.964,0,-5.979,1,0.0293,0.00269,0.159,0.544,0.468,139.987,audio_features,511eJ4LCDxOG4qkrxU92nH,spotify:track:511eJ4LCDxOG4qkrxU92nH,https://api.spotify.com/v1/tracks/511eJ4LCDxOG4qkrxU92nH,https://api.spotify.com/v1/audio-analysis/511eJ4LCDxOG4qkrxU92nH,241560,4
Cocoon,The Decemberists,0.564,0.334,7,-11.678,1,0.026,0.441,0.0116,0.117,0.199,97.021,audio_features,6uLo0HDNgnR5mS4ypdiQFa,spotify:track:6uLo0HDNgnR5mS4ypdiQFa,https://api.spotify.com/v1/tracks/6uLo0HDNgnR5mS4ypdiQFa,https://api.spotify.com/v1/audio-analysis/6uLo0HDNgnR5mS4ypdiQFa,408640,3
Call Me When You Get This,Corinne Bailey Rae,0.581,0.663,6,-9.035,0,0.0502,0.0387,0.00415,0.362,0.294,102.905,audio_features,2KTPl195TxcS4zywV8p1EY,spotify:track:2KTPl195TxcS4zywV8p1EY,https://api.spotify.com/v1/tracks/2KTPl195TxcS4zywV8p1EY,https://api.spotify.com/v1/audio-analysis/2KTPl195TxcS4zywV8p1EY,304867,4
Quiero Verte Sonreir,Carlos Vives,0.667,0.614,2,-6.588,1,0.0505,0.134,0,0.243,0.651,92.842,audio_features,15pVedXa5un2RkNRix3Qet,spotify:track:15pVedXa5un2RkNRix3Qet,https://api.spotify.com/v1/tracks/15pVedXa5un2RkNRix3Qet,https://api.spotify.com/v1/audio-analysis/15pVedXa5un2RkNRix3Qet,198533,4
Flat Beat,Mr. Oizo,0.94,0.425,0,-11.584,1,0.55,0.00021,0.486,0.273,0.499,128.989,audio_features,5jaVyz2GDdesyu01cBbOSc,spotify:track:5jaVyz2GDdesyu01cBbOSc,https://api.spotify.com/v1/tracks/5jaVyz2GDdesyu01cBbOSc,https://api.spotify.com/v1/audio-analysis/5jaVyz2GDdesyu01cBbOSc,316973,4
Kids Of The Future,Jonas Brothers,0.474,0.8,0,-10.405,1,0.0457,0.00924,0,0.402,0.765,174.037,audio_features,4DgY3GxfWsizKimiZkGe9V,spotify:track:4DgY3GxfWsizKimiZkGe9V,https://api.spotify.com/v1/tracks/4DgY3GxfWsizKimiZkGe9V,https://api.spotify.com/v1/audio-analysis/4DgY3GxfWsizKimiZkGe9V,198213,4
Hot N Cold (Manhattan Clique Remix Radio Edit),Katy Perry,0.608,0.839,7,-6.851,1,0.0414,0.00101,0.000601,0.376,0.439,131.976,audio_features,2aRnHc1Q8ydUOSEYo68ztS,spotify:track:2aRnHc1Q8ydUOSEYo68ztS,https://api.spotify.com/v1/tracks/2aRnHc1Q8ydUOSEYo68ztS,https://api.spotify.com/v1/audio-analysis/2aRnHc1Q8ydUOSEYo68ztS,234000,4
Sly,Massive Attack,0.609,0.305,11,-15.148,0,0.0278,0.0264,0.623,0.366,0.326,90.042,audio_features,7IdsIcmcti4v5VXkCJ3ou7,spotify:track:7IdsIcmcti4v5VXkCJ3ou7,https://api.spotify.com/v1/tracks/7IdsIcmcti4v5VXkCJ3ou7,https://api.spotify.com/v1/audio-analysis/7IdsIcmcti4v5VXkCJ3ou7,324640,4
Last Exit,Pearl Jam,0.513,0.951,0,-6.838,1,0.047,0.0599,0.000221,0.0474,0.672,139.153,audio_features,3g9QJOXLmC8lWnbvA0D0hl,spotify:track:3g9QJOXLmC8lWnbvA0D0hl,https://api.spotify.com/v1/tracks/3g9QJOXLmC8lWnbvA0D0hl,https://api.spotify.com/v1/audio-analysis/3g9QJOXLmC8lWnbvA0D0hl,175387,5
Let It Whip,Dazz Band,0.82,0.838,9,-6.86,0,0.041,0.109,0.00228,0.0452,0.947,132.125,audio_features,2UCgWpa2r4ytWueNItYbWE,spotify:track:2UCgWpa2r4ytWueNItYbWE,https://api.spotify.com/v1/tracks/2UCgWpa2r4ytWueNItYbWE,https://api.spotify.com/v1/audio-analysis/2UCgWpa2r4ytWueNItYbWE,281280,4
Maybe,Second Hand Serenade,0.476,0.897,3,-4.084,1,0.0393,0.0347,0,0.101,0.64,91.029,audio_features,76rFPFzicNJWMa715Vy7gW,spotify:track:76rFPFzicNJWMa715Vy7gW,https://api.spotify.com/v1/tracks/76rFPFzicNJWMa715Vy7gW,https://api.spotify.com/v1/audio-analysis/76rFPFzicNJWMa715Vy7gW,210627,4
Sister Seagull,Be Bop Deluxe,0.344,0.622,7,-9.303,1,0.0436,0.0772,3.94e-05,0.458,0.48,119.984,audio_features,6B6ml69RxpxWrFkzQKBygo,spotify:track:6B6ml69RxpxWrFkzQKBygo,https://api.spotify.com/v1/tracks/6B6ml69RxpxWrFkzQKBygo,https://api.spotify.com/v1/audio-analysis/6B6ml69RxpxWrFkzQKBygo,215038,4
Stand Here With Me,Creed,0.335,0.933,2,-4.465,1,0.0813,2.92e-05,1.53e-05,0.171,0.395,158.681,audio_features,5hrYXlDVIRKFlsaEbTn01S,spotify:track:5hrYXlDVIRKFlsaEbTn01S,https://api.spotify.com/v1/tracks/5hrYXlDVIRKFlsaEbTn01S,https://api.spotify.com/v1/audio-analysis/5hrYXlDVIRKFlsaEbTn01S,257293,1
When I Get Where I\'m Going,Brad Paisley;Dolly Parton,0.519,0.379,0,-9.906,1,0.0279,0.619,1.85e-06,0.108,0.208,85.929,audio_features,3VLCtStwYsAL4LKZgeUvy3,spotify:track:3VLCtStwYsAL4LKZgeUvy3,https://api.spotify.com/v1/tracks/3VLCtStwYsAL4LKZgeUvy3,https://api.spotify.com/v1/audio-analysis/3VLCtStwYsAL4LKZgeUvy3,247053,4
Team,Bon Iver,0.833,0.768,7,-15.33,1,0.0395,0.142,0.928,0.0936,0.835,113.123,audio_features,2Wpwfxa2s7oQ1ll7IUKnds,spotify:track:2Wpwfxa2s7oQ1ll7IUKnds,https://api.spotify.com/v1/tracks/2Wpwfxa2s7oQ1ll7IUKnds,https://api.spotify.com/v1/audio-analysis/2Wpwfxa2s7oQ1ll7IUKnds,116907,4
Giving Up The Gun,Vampire Weekend,0.636,0.879,9,-5.204,1,0.0511,0.00123,0.000156,0.0586,0.752,134.034,audio_features,40cAeDaZAnPY9bUHf4jYXW,spotify:track:40cAeDaZAnPY9bUHf4jYXW,https://api.spotify.com/v1/tracks/40cAeDaZAnPY9bUHf4jYXW,https://api.spotify.com/v1/audio-analysis/40cAeDaZAnPY9bUHf4jYXW,286160,4
City On Our Knees,tobyMac,0.507,0.77,0,-5.018,1,0.0424,0.0809,0,0.214,0.482,155.945,audio_features,5QZunYrvUrJs3Mzrjl7fKV,spotify:track:5QZunYrvUrJs3Mzrjl7fKV,https://api.spotify.com/v1/tracks/5QZunYrvUrJs3Mzrjl7fKV,https://api.spotify.com/v1/audio-analysis/5QZunYrvUrJs3Mzrjl7fKV,266547,4
Naturally,Selena Gomez & The Scene,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,audio_features,1YaVmBh7EAeR54FIjuFcb5,spotify:track:1YaVmBh7EAeR54FIjuFcb5,https://api.spotify.com/v1/tracks/1YaVmBh7EAeR54FIjuFcb5,https://api.spotify.com/v1/audio-analysis/1YaVmBh7EAeR54FIjuFcb5,202587,4
Top Down,Swizz Beatz,0.584,0.872,10,-3.477,0,0.0616,0.114,0,0.139,0.815,94.018,audio_features,5j07XxMxvcOqQFLIUBkEws,spotify:track:5j07XxMxvcOqQFLIUBkEws,https://api.spotify.com/v1/tracks/5j07XxMxvcOqQFLIUBkEws,https://api.spotify.com/v1/audio-analysis/5j07XxMxvcOqQFLIUBkEws,188933,4
Lump,The Presidents of the United States of America,0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726,audio_features,2JdzB67NvIa90K4gEZPLeX,spotify:track:2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/tracks/2JdzB67NvIa90K4gEZPLeX,https://api.spotify.com/v1/audio-analysis/2JdzB67NvIa90K4gEZPLeX,134200,4
Old Soul Song,Bright Eyes,0.476,0.824,2,-7.177,1,0.0678,0.0921,0.376,0.102,0.435,156.064,audio_features,2kNkxQmuMIF7jfiqranAZM,spotify:track:2kNkxQmuMIF7jfiqranAZM,https://api.spotify.com/v1/tracks/2kNkxQmuMIF7jfiqranAZM,https://api.spotify.com/v1/audio-analysis/2kNkxQmuMIF7jfiqranAZM,278600,4
Heysátan,Sigur Rós,0.225,0.0532,4,-16.755,0,0.0407,0.84,0.598,0.0787,0.137,104.56,audio_features,3J3kP9sFjyETLkIYBWuOJW,spotify:track:3J3kP9sFjyETLkIYBWuOJW,https://api.spotify.com/v1/tracks/3J3kP9sFjyETLkIYBWuOJW,https://api.spotify.com/v1/audio-analysis/3J3kP9sFjyETLkIYBWuOJW,249947,4
Sometimes In The Fall,Phoenix,0.599,0.768,0,-6.237,1,0.0497,0.00503,0.000481,0.102,0.33,153.054,audio_features,5aovmmgmEyVCxh0dP1FWZb,spotify:track:5aovmmgmEyVCxh0dP1FWZb,https://api.spotify.com/v1/tracks/5aovmmgmEyVCxh0dP1FWZb,https://api.spotify.com/v1/audio-analysis/5aovmmgmEyVCxh0dP1FWZb,349533,4
Breakfast At Tiffany\'s,Deep Blue Something,0.622,0.829,2,-5.548,1,0.029,0.11,0,0.0954,0.539,110.367,audio_features,1uzWOoJdADfstQuFtQFTUn,spotify:track:1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/tracks/1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/audio-analysis/1uzWOoJdADfstQuFtQFTUn,257373,4
This Joint,Slightly Stoopid,0.781,0.726,10,-5.733,0,0.102,0.241,0.00204,0.0764,0.961,74.995,audio_features,6wxGZ8D8lAuJpocaTAVVyL,spotify:track:6wxGZ8D8lAuJpocaTAVVyL,https://api.spotify.com/v1/tracks/6wxGZ8D8lAuJpocaTAVVyL,https://api.spotify.com/v1/audio-analysis/6wxGZ8D8lAuJpocaTAVVyL,247720,4
Remember (Walking In The Sand),The Shangri-Las,0.339,0.675,10,-5.712,1,0.0464,0.658,0.0193,0.139,0.428,99.87,audio_features,4oh1goAlAK5FjkzjacrGPu,spotify:track:4oh1goAlAK5FjkzjacrGPu,https://api.spotify.com/v1/tracks/4oh1goAlAK5FjkzjacrGPu,https://api.spotify.com/v1/audio-analysis/4oh1goAlAK5FjkzjacrGPu,136893,3
Mr Bojangles,Robbie Williams,0.512,0.325,2,-10.549,0,0.108,0.719,2.16e-06,0.184,0.27,137.118,audio_features,0aIXPVVZArfwTOrPYSOaa5,spotify:track:0aIXPVVZArfwTOrPYSOaa5,https://api.spotify.com/v1/tracks/0aIXPVVZArfwTOrPYSOaa5,https://api.spotify.com/v1/audio-analysis/0aIXPVVZArfwTOrPYSOaa5,197800,3
Better That We Break,Maroon 5,0.52,0.613,0,-3.238,1,0.0268,0.314,0,0.13,0.383,79.914,audio_features,1EQoBUXD7EApSye8jmJTTg,spotify:track:1EQoBUXD7EApSye8jmJTTg,https://api.spotify.com/v1/tracks/1EQoBUXD7EApSye8jmJTTg,https://api.spotify.com/v1/audio-analysis/1EQoBUXD7EApSye8jmJTTg,186307,4
Empathy,Crystal Castles,0.51,0.914,10,-5.512,1,0.0309,0.128,0.459,0.466,0.332,109.97,audio_features,1L0EA6BegmM4KMwTHmSHux,spotify:track:1L0EA6BegmM4KMwTHmSHux,https://api.spotify.com/v1/tracks/1L0EA6BegmM4KMwTHmSHux,https://api.spotify.com/v1/audio-analysis/1L0EA6BegmM4KMwTHmSHux,249520,4
The Lighthouse,Interpol,0.16,0.451,2,-12.541,0,0.0399,0.469,0.783,0.0589,0.116,145.225,audio_features,0NdzCDsMhld2wsQ0wWm2zl,spotify:track:0NdzCDsMhld2wsQ0wWm2zl,https://api.spotify.com/v1/tracks/0NdzCDsMhld2wsQ0wWm2zl,https://api.spotify.com/v1/audio-analysis/0NdzCDsMhld2wsQ0wWm2zl,324160,4
In God\'s Country,U2,0.497,0.704,2,-8.085,1,0.0324,0.0071,6.69e-05,0.783,0.607,125.919,audio_features,1AQYE6CcYKlzM8e9Df5i1g,spotify:track:1AQYE6CcYKlzM8e9Df5i1g,https://api.spotify.com/v1/tracks/1AQYE6CcYKlzM8e9Df5i1g,https://api.spotify.com/v1/audio-analysis/1AQYE6CcYKlzM8e9Df5i1g,176597,4
All Of This,Blink-182,0.689,0.579,9,-7.294,1,0.0315,0.00573,0.0276,0.089,0.671,117.641,audio_features,5kYhmkcnDalqUMxQxBcZkB,spotify:track:5kYhmkcnDalqUMxQxBcZkB,https://api.spotify.com/v1/tracks/5kYhmkcnDalqUMxQxBcZkB,https://api.spotify.com/v1/audio-analysis/5kYhmkcnDalqUMxQxBcZkB,280017,4
Too Long (Gonzales Version),Daft Punk,0.398,0.177,8,-12.834,1,0.029,0.721,0,0.117,0.0686,140.693,audio_features,3mEAtR6LFoCNsjg84gZF9L,spotify:track:3mEAtR6LFoCNsjg84gZF9L,https://api.spotify.com/v1/tracks/3mEAtR6LFoCNsjg84gZF9L,https://api.spotify.com/v1/audio-analysis/3mEAtR6LFoCNsjg84gZF9L,193707,4
Rockin\' Rollin\' Stone,Andy Starr,0.768,0.495,8,-10.517,1,0.106,0.672,2.15e-05,0.164,0.947,90.951,audio_features,06qGD5AoCHM0DOFoyOh88V,spotify:track:06qGD5AoCHM0DOFoyOh88V,https://api.spotify.com/v1/tracks/06qGD5AoCHM0DOFoyOh88V,https://api.spotify.com/v1/audio-analysis/06qGD5AoCHM0DOFoyOh88V,171700,4
Delicate,Damien Rice,0.34,0.144,5,-14.502,1,0.0419,0.684,0.00112,0.101,0.147,81.179,audio_features,5mb6SzBnxv1ywFSH9V3uxd,spotify:track:5mb6SzBnxv1ywFSH9V3uxd,https://api.spotify.com/v1/tracks/5mb6SzBnxv1ywFSH9V3uxd,https://api.spotify.com/v1/audio-analysis/5mb6SzBnxv1ywFSH9V3uxd,312067,4
El duelo,La Ley,0.55,0.848,4,-6.422,0,0.045,0.0568,0.0141,0.322,0.547,107.069,audio_features,3XHg42QOqlevRU7jXRkAKk,spotify:track:3XHg42QOqlevRU7jXRkAKk,https://api.spotify.com/v1/tracks/3XHg42QOqlevRU7jXRkAKk,https://api.spotify.com/v1/audio-analysis/3XHg42QOqlevRU7jXRkAKk,194573,4
She\'s Good For You,Deana Carter,0.561,0.592,10,-6.569,1,0.0309,0.0635,0,0.104,0.252,124.811,audio_features,4omsXaECoHAHF7Mnay7zzN,spotify:track:4omsXaECoHAHF7Mnay7zzN,https://api.spotify.com/v1/tracks/4omsXaECoHAHF7Mnay7zzN,https://api.spotify.com/v1/audio-analysis/4omsXaECoHAHF7Mnay7zzN,214720,4
Officially Missing You (Radio Version),Tamia,0.635,0.395,4,-10.267,0,0.0346,0.259,0,0.0984,0.196,89.248,audio_features,1WnLkFytZf7p4bgdjvUwo3,spotify:track:1WnLkFytZf7p4bgdjvUwo3,https://api.spotify.com/v1/tracks/1WnLkFytZf7p4bgdjvUwo3,https://api.spotify.com/v1/audio-analysis/1WnLkFytZf7p4bgdjvUwo3,243093,4
Ring The Alarm,Beyoncé,0.458,0.751,2,-8.395,1,0.469,0.0299,0.000155,0.258,0.48,169.673,audio_features,5BkHkyO9PFXs1m7vSMnXp4,spotify:track:5BkHkyO9PFXs1m7vSMnXp4,https://api.spotify.com/v1/tracks/5BkHkyO9PFXs1m7vSMnXp4,https://api.spotify.com/v1/audio-analysis/5BkHkyO9PFXs1m7vSMnXp4,203347,4
Kiss Me_ Diss Me,Home Grown,0.479,0.922,3,-4.715,1,0.102,0.0119,0,0.352,0.432,126.976,audio_features,6TE2GFAJSbX7tPsULsKYhv,spotify:track:6TE2GFAJSbX7tPsULsKYhv,https://api.spotify.com/v1/tracks/6TE2GFAJSbX7tPsULsKYhv,https://api.spotify.com/v1/audio-analysis/6TE2GFAJSbX7tPsULsKYhv,193107,4
Walk-Don\'t Run,The Ventures,0.432,0.981,5,-7.641,1,0.0583,0.0774,0.868,0.865,0.588,78.612,audio_features,3dacCSHjjAbX3ERDIB29U0,spotify:track:3dacCSHjjAbX3ERDIB29U0,https://api.spotify.com/v1/tracks/3dacCSHjjAbX3ERDIB29U0,https://api.spotify.com/v1/audio-analysis/3dacCSHjjAbX3ERDIB29U0,202520,4
Space Cowboy,Banaroo,0.72,0.969,4,-3.816,0,0.03,0.00568,0.00277,0.363,0.966,132.031,audio_features,0zV9NncXeb3YC1DRRnmRMX,spotify:track:0zV9NncXeb3YC1DRRnmRMX,https://api.spotify.com/v1/tracks/0zV9NncXeb3YC1DRRnmRMX,https://api.spotify.com/v1/audio-analysis/0zV9NncXeb3YC1DRRnmRMX,229547,4
Sweet About Me,Gabriella Cilmi,0.667,0.714,6,-5.155,1,0.0288,0.0673,1.01e-06,0.0957,0.553,132.035,audio_features,0aeWFHCKwVoavQdpduyB1Q,spotify:track:0aeWFHCKwVoavQdpduyB1Q,https://api.spotify.com/v1/tracks/0aeWFHCKwVoavQdpduyB1Q,https://api.spotify.com/v1/audio-analysis/0aeWFHCKwVoavQdpduyB1Q,202027,4
Good Soldier,Flobots,0.375,0.53,11,-7.951,0,0.0407,0.12,0,0.312,0.687,59.534,audio_features,1tzKbATaZHV4Yeffdb5sJM,spotify:track:1tzKbATaZHV4Yeffdb5sJM,https://api.spotify.com/v1/tracks/1tzKbATaZHV4Yeffdb5sJM,https://api.spotify.com/v1/audio-analysis/1tzKbATaZHV4Yeffdb5sJM,246093,4
Carolina,Eric Church,0.589,0.683,0,-6.719,1,0.0253,0.115,0.00477,0.299,0.452,92.018,audio_features,6fn9Mjsv8sXPI0SJV7QGNa,spotify:track:6fn9Mjsv8sXPI0SJV7QGNa,https://api.spotify.com/v1/tracks/6fn9Mjsv8sXPI0SJV7QGNa,https://api.spotify.com/v1/audio-analysis/6fn9Mjsv8sXPI0SJV7QGNa,279080,4
Summer Smoke,Girl Talk,0.864,0.827,10,-6.497,0,0.212,0.05,0.00014,0.0955,0.825,104.984,audio_features,6AKRxWjVqwThGpuVzjLE2W,spotify:track:6AKRxWjVqwThGpuVzjLE2W,https://api.spotify.com/v1/tracks/6AKRxWjVqwThGpuVzjLE2W,https://api.spotify.com/v1/audio-analysis/6AKRxWjVqwThGpuVzjLE2W,137200,4
Just Friends,Amy Winehouse,0.749,0.462,9,-15.449,1,0.0452,0.0417,0.0262,0.2,0.564,95.487,audio_features,2WsHmmKc1U4IbTzeGUu1Ks,spotify:track:2WsHmmKc1U4IbTzeGUu1Ks,https://api.spotify.com/v1/tracks/2WsHmmKc1U4IbTzeGUu1Ks,https://api.spotify.com/v1/audio-analysis/2WsHmmKc1U4IbTzeGUu1Ks,193307,4
Citizen/Soldier,3 Doors Down,0.631,0.821,8,-5.503,1,0.0343,0.0111,0.0156,0.197,0.486,97.003,audio_features,7fKsaiVDwKe6VVsiGk48YG,spotify:track:7fKsaiVDwKe6VVsiGk48YG,https://api.spotify.com/v1/tracks/7fKsaiVDwKe6VVsiGk48YG,https://api.spotify.com/v1/audio-analysis/7fKsaiVDwKe6VVsiGk48YG,232907,4
Interstate 8,Modest Mouse,0.484,0.75,7,-6.11,1,0.0611,0.00819,0.000146,0.104,0.48,100.27,audio_features,6chJN3uEWTwhNoYhx11vD3,spotify:track:6chJN3uEWTwhNoYhx11vD3,https://api.spotify.com/v1/tracks/6chJN3uEWTwhNoYhx11vD3,https://api.spotify.com/v1/audio-analysis/6chJN3uEWTwhNoYhx11vD3,279200,4
Mother In-Law,Ernie K-Doe,0.811,0.528,3,-9.721,1,0.0332,0.784,1.58e-05,0.141,0.942,130.191,audio_features,7qEwxMKJu8EsjvOoxMJoTT,spotify:track:7qEwxMKJu8EsjvOoxMJoTT,https://api.spotify.com/v1/tracks/7qEwxMKJu8EsjvOoxMJoTT,https://api.spotify.com/v1/audio-analysis/7qEwxMKJu8EsjvOoxMJoTT,151160,4
